,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
135,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216,FL,501c3,591466484,,
136,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210,FL,501c3,593329348,,
137,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144,FL,501c3,201026394,,
138,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211,FL,501c3,300587167,,
139,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,5000,
140,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,NLEOMF,400 7th St NW Ste 300,20004,DC,501c3,521382926,,
141,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Childrens Chorus,225 E Duval St,32202,FL,501c3,593583678,,
142,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Shannon Miller Foundation,5035 Longbow Road,32210,FL,501c3,208441486,,
143,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Special Olympics of NE FLorida,851 Market Street,32201,FL,501c3,237181580,,
144,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,The Players Championship,103 Championship Way,32082,FL,501c3,520999206,,
145,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,WJCT Inc,100 Festival Park Avenue,32202,FL,501c3,590711482,,
146,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Concerns of Police Survivors,5530 Beach Blvd,32207,FL,501c3,593526441,5000,
147,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,National FOP Foundation,328 Massachusetts Ave NE,20002,DC,501c3,521606785,,
148,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,North Florida Police Motorcycl,432 E Monroe Street,32202,FL,501c3,452208625,,
149,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Five Star Veterens Center Inc,40 Acme Street,32211,FL,501c3,453545974,10000,
150,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Museum of Science and History,1025 Museum Circle,32207,FL,501c3,590651090,,
151,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Firefighter Charities,625 Stockton Street,32204,FL,501c3,270844402,5000,
152,2014,201502789349300685,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,5000,
153,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207,FL,501c3,135613797,,
154,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216,FL,501c3,591466484,,
155,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210,FL,501c3,593329348,,
156,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144,FL,501c3,201026394,,
157,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211,FL,501c3,300587167,,
158,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,,
159,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,National Law Enforcement Memorial,901 E Street NW Suite 100,20004,DC,501c3,521382926,10000,
160,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Childrens Chorus,225 E Duval St,32202,FL,501c3,593583678,,
161,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Shannon Miller Foundation,5035 Longbow Road,32210,FL,501c3,208441486,,
162,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Special Olympics of NE FLorida,851 Market Street,32201,FL,501c3,237181580,,
163,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,The Players Championship,103 Championship Way,32082,FL,501c3,520999206,,
164,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,WJCT Inc,100 Festival Park Avenue,32202,FL,501c3,590711482,,
165,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Concerns of Police Survivors,5530 Beach Blvd,32207,FL,501c3,593526441,7500,
166,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,National FOP Foundation,328 Massachusetts Ave NE,20002,DC,501c3,521606785,,
167,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,North Florida Police Motorcycl,432 E Monroe Street,32202,FL,501c3,452208625,,
168,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Five Star Veterens Center Inc,40 Acme Street,32211,FL,501c3,453545974,,
169,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Museum of Science and History,1025 Museum Circle,32207,FL,501c3,590651090,,
170,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Firefighter Charities,625 Stockton Street,32204,FL,501c3,270844402,17742,
171,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,5000,
172,2015,201622359349300722,Jacksonville Frat Order of Police Foundation,200821341,Warrior City,1104 Summit Ave Suite 100,75074,TX,501c3,461462602,5000,
173,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207,FL,501c3,135613797,,
174,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216,FL,501c3,591466484,,
175,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210,FL,501c3,593329348,,
176,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144,FL,501c3,201026394,7000,
177,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211,FL,501c3,300587167,,
178,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,,
179,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,National Law Enforcement Memorial,901 E Street NW Suite 100,20004,DC,501c3,521382926,,
180,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Childrens Chorus,225 E Duval St,32202,FL,501c3,593583678,,
181,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Shannon Miller Foundation,5035 Longbow Road,32210,FL,501c3,208441486,,
182,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Special Olympics of NE FLorida,851 Market Street,32201,FL,501c3,237181580,,
183,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,The Players Championship,103 Championship Way,32082,FL,501c3,520999206,,
184,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,WJCT Inc,100 Festival Park Avenue,32202,FL,501c3,590711482,,
185,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Concerns of Police Survivors,5530 Beach Blvd,32207,FL,501c3,593526441,5000,
186,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,National FOP Foundation,328 Massachusetts Ave NE,20002,DC,501c3,521606785,,
187,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,North Florida Police Motorcycl,432 E Monroe Street,32202,FL,501c3,452208625,,
188,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Five Star Veterens Center Inc,40 Acme Street,32211,FL,501c3,453545974,,
189,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Museum of Science and History,1025 Museum Circle,32207,FL,501c3,590651090,,
190,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Firefighter Charities,625 Stockton Street,32204,FL,501c3,270844402,10000,
191,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,5000,
192,2016,201721569349300412,Jacksonville Frat Order of Police Foundation,200821341,Warrior City,1104 Summit Ave Suite 100,75074,TX,501c3,461462602,,
193,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207,FL,501c3,135613797,,
194,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216,FL,501c3,591466484,,
195,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210,FL,501c3,593329348,,
196,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144,FL,501c3,201026394,,
197,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211,FL,501c3,300587167,,
198,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,5000,
199,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,National Law Enforcement Memorial,901 E Street NW Suite 100,20004,DC,501c3,521382926,,
200,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Childrens Chorus,225 E Duval St,32202,FL,501c3,593583678,,
201,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Shannon Miller Foundation,5035 Longbow Road,32210,FL,501c3,208441486,,
202,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Special Olympics of NE FLorida,851 Market Street,32201,FL,501c3,237181580,,
203,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,The Players Championship,103 Championship Way,32082,FL,501c3,520999206,,
204,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,WJCT Inc,100 Festival Park Avenue,32202,FL,501c3,590711482,,
205,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Concerns of Police Survivors,5530 Beach Blvd,32207,FL,501c3,593526441,,
206,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,National FOP Foundation,328 Massachusetts Ave NE,20002,DC,501c3,521606785,10000,
207,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,North Florida Police Motorcycl,432 E Monroe Street,32202,FL,501c3,452208625,,
208,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Five Star Veterens Center Inc,40 Acme Street,32211,FL,501c3,453545974,,
209,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Museum of Science and History,1025 Museum Circle,32207,FL,501c3,590651090,,
210,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Firefighter Charities,625 Stockton Street,32204,FL,501c3,270844402,10000,
211,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,5000,
212,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Warrior City,1104 Summit Ave Suite 100,75074,TX,501c3,461462602,,
213,2017,201821699349300547,Jacksonville Frat Order of Police Foundation,200821341,Dreams Come True Jacksonville,6803 Southpoint Parkway,32216,FL,501c3,592967803,,
214,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,American Heart Association,5851 St Augustine Road,32207,FL,501c3,135613797,,
215,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Hands on Jacksonville,6817 Southpoint Pkwy 302,32216,FL,501c3,591466484,,
216,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,The Justice Coalition,1935 S Lane Ave Ste 1,32210,FL,501c3,593329348,,
217,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Police Unity Tour of FL Inc,PO Box 9144,330759144,FL,501c3,201026394,,
218,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Celebrate Asia,8732 Lone Star Road,32211,FL,501c3,300587167,,
219,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,,
220,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,National Law Enforcement Memorial,901 E Street NW Suite 100,20004,DC,501c3,521382926,,
221,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Childrens Chorus,225 E Duval St,32202,FL,501c3,593583678,,
222,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Shannon Miller Foundation,5035 Longbow Road,32210,FL,501c3,208441486,,
223,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Special Olympics of NE FLorida,851 Market Street,32201,FL,501c3,237181580,,
224,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,The Players Championship,103 Championship Way,32082,FL,501c3,520999206,,
225,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,WJCT Inc,100 Festival Park Avenue,32202,FL,501c3,590711482,,
226,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Concerns of Police Survivors,5530 Beach Blvd,32207,FL,501c3,593526441,,
227,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,National FOP Foundation,328 Massachusetts Ave NE,20002,DC,501c3,521606785,,
228,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,North Florida Police Motorcycl,432 E Monroe Street,32202,FL,501c3,452208625,,
229,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Five Star Veterens Center Inc,40 Acme Street,32211,FL,501c3,453545974,,
230,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Museum of Science and History,1025 Museum Circle,32207,FL,501c3,590651090,,
231,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Jacksonville Firefighter Charities,625 Stockton Street,32204,FL,501c3,270844402,,
232,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Police Athletic League,3450 Monument Road,32225,FL,501c3,237323006,15000,
233,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Warrior City,1104 Summit Ave Suite 100,75074,TX,501c3,461462602,,
234,2018,201941359349311469,Jacksonville Frat Order of Police Foundation,200821341,Dreams Come True Jacksonville,6803 Southpoint Parkway,32216,FL,501c3,592967803,15000,
235,2013,201520219349300602,Police Unity Tour of Florida Inc,201026394,Police Unity Tour - Chapter 1,12E Great Meadow lane,07936,NJ,,223530541,350000,Consolidate PUT Grants - NLEOMF
236,2014,201503139349301700,POLICE UNITY TOUR OF FLORIDA INC,201026394,POLICE UNITY TOUR - CHAPTER 1,12E GREAT MEADOW LANE,07936,NJ,,223530541,297500,CONSOLIDATE PUT GRAN
237,2015,201732129349300443,Police Unity Tour of Florida Inc,201026394,Police Unity Tour - Chapter 1,12E Great Meadow Lane,07936,NJ,,223530541,301000,
238,2016,201810299349300516,Police Unity Tour of Florida Inc,201026394,Police Unity Tour - Chapter 1,12E Great Meadow Lane,07936,NJ,,223530541,305000,
239,2017,201822819349300822,POLICE UNITY TOUR OF FLORIDA INC,201026394,POLICE UNITY TOUR - CHAPTER 1,12E GREAT MEADOW LANE,07936,NJ,,223530541,265000,
240,2017,201841359349305609,CITY OF MADISON POLICE K-9 AND,201069730,CITY OF MADISON,,,,,396005507,,TO SUPPORT POLICE K9 & EQUINE
241,2015,201641079349300504,IRVING POLICE ASSOCIATION BENEFITS INC,201163152,MAKE A WISH,6655 DEDEO,75039,TX,,751889666,,EVENT EXPENSE
242,2016,201712659349300626,IRVING POLICE ASSOCIATION BENEFITS INC,201163152,MAKE A WISH,6655 DEDEO,75039,TX,,751889666,,EVENT EXPENSE
243,2017,201832979349301108,IRVING POLICE ASSOCIATION BENEFITS INC,201163152,MAKE A WISH,6655 DEDEO,75039,TX,,751889666,,EVENT EXPENSE
244,2013,201432459349300858,HOUSTON POLICE FOUNDATION,201209272,HOUSTON POLICE DEPARTMENT,1200 TRAVIS STREET,77002,TX,170(C)(1),746001164,,TO PROVIDE EQUIPMENT AND SUPPLIES TO THE HOUSTON POLICE DEPARTMENT.
245,2014,201503139349301635,Houston Police Foundation,201209272,Houston Police Department,1200 Travis Street,77002,TX,170(C)(1),746001164,,To provide equipment and supplies to the Houston Police Department
246,2015,201632989349301078,HOUSTON POLICE FOUNDATION,201209272,HOUSTON POLICE DEPARTMENT,1200 TRAVIS STREET,77002,TX,170(C)(1),746001164,,TO PROVIDE EQUIPMENT AND SUPPLIES TO HPD
247,2016,201732229349301618,HOUSTON POLICE FOUNDATION,201209272,HOUSTON POLICE DEPARTMENT,1200 TRAVIS STREET,77002,TX,170(C)(1),746001164,,TO PROVIDE EQUIPMENT AND SUPPLIES TO HPD
248,2017,201832549349300913,HOUSTON POLICE FOUNDATION,201209272,HOUSTON POLICE DEPARTMENT,1200 TRAVIS STREET,77002,TX,170(C)(1),746001164,,TO PROVIDE EQUIPMENT AND SUPPLIES TO HPD
249,2017,201832549349300913,HOUSTON POLICE FOUNDATION,201209272,TEACH - TO EDUCATE ALL CHILDREN,2900 WESLAYAN SUITE 375,77027,TX,501(C)(3),202425139,5000,"TO PROVIDE EDUCATORS WITH TRAINING IN DE-ESCALATION AND CONFLICT RESOLUTION PROMOTING CALMER, MORE PRODUCTIVE CLASSROOMS."
250,2015,201613059349301526,DOUGLAS COUNTY SHERIFF'S ADVISORY COUNCI,201308918,DOUGLAS COUNTY SHERIFF'S OFFICE,PO BOX 218,89423,NV,,,102137,"PROVIDING EXTRAORDINARY EQUIPMENT PURCHASES, EDUCATION, AND TRAINING OPPORTUNITIES FOR PERSONNEL OF THE DOUGLAS COUNTY, NEVADA SHERIFF'S OFFICE"
251,2016,201743139349303564,DOUGLAS COUNTY SHERIFF'S ADVISORY COUNCI,201308918,DOUGLAS COUNTY SHERIFF'S OFFICE,PO BOX 218,89423,NV,,,28326,"PROVIDING EXTRAORDINARY EQUIPMENT PURCHASES, EDUCATION, AND TRAINING OPPORTUNITIES FOR PERSONNEL OF THE DOUGLAS COUNTY, NEVADA SHERIFF'S OFFICE"
252,2017,201823059349301422,DOUGLAS COUNTY SHERIFF'S ADVISORY COUNCI,201308918,DOUGLAS COUNTY SHERIFF'S OFFICE,PO BOX 218,89423,NV,,,69142,"PROVIDING EXTRAORDINARY EQUIPMENT PURCHASES, EDUCATION, AND TRAINING OPPORTUNITIES FOR PERSONNEL OF THE DOUGLAS COUNTY, NEVADA SHERIFF'S OFFICE"
253,2013,201411329349300721,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO SHERIFFS OFFICE,8700 CITIZEN DRIVE,34654,FL,,,26390,
254,2013,201411329349300721,PASCO SHERIFF'S CHARITIES INC,201395653,GULFSIDE REGIONAL HOSPICE,6117 TROUBLE CREEK ROAD,34653,FL,,,20300,
255,2013,201411329349300721,PASCO SHERIFF'S CHARITIES INC,201395653,SAND SOLDIERS OF AMERICA,8606 GOVERNMENT DRIVE,34654,FL,,,6000,
256,2013,201411329349300721,PASCO SHERIFF'S CHARITIES INC,201395653,THE ANGELUS,12413 HUDSON AVE,34669,FL,,,6200,
257,2013,201411329349300721,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO POLICE ATHLETIC LEAGUE,8700 CITIZEN DRIVE,34654,FL,,,34000,
258,2013,201411329349300721,PASCO SHERIFF'S CHARITIES INC,201395653,WEST PASCO TOYS FOR TOTS,PO BOX 960,34654,FL,,,6000,
259,2014,201522679349300302,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO SHERIFFS OFFICE,8700 CITIZEN DRIVE,34654,FL,,,18324,
260,2014,201522679349300302,PASCO SHERIFF'S CHARITIES INC,201395653,GULFSIDE REGIONAL HOSPICE,6117 TROUBLE CREEK ROAD,34653,FL,,,20470,
261,2014,201522679349300302,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO POLICE ATHLETIC LEAGUE,8700 CITIZEN DRIVE,34654,FL,,,10000,
262,2015,201640399349301544,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO SHERIFFS OFFICE,8700 CITIZEN DRIVE,34654,FL,GOV,,25960,
263,2015,201640399349301544,PASCO SHERIFF'S CHARITIES INC,201395653,ALAN JAY FLEET SALES,5330 US HWY 27 S,33870,FL,,,29484,
264,2015,201640399349301544,PASCO SHERIFF'S CHARITIES INC,201395653,FRANK V MONTE,8700 CITIZEN DRIVE,34655,FL,,,65000,
265,2015,201640399349301544,PASCO SHERIFF'S CHARITIES INC,201395653,SIGNAL TECHNOLOGIES,4985 PITTSBURGE AVE,16509,PA,,,9438,
266,2015,201640399349301544,PASCO SHERIFF'S CHARITIES INC,201395653,SOUTHERN COAST KENNEL,690 META LN,32168,FL,,,33250,
267,2015,201640399349301544,PASCO SHERIFF'S CHARITIES INC,201395653,SPARTON MANNOR,6121 MASSACHUSETTS AVE,34653,FL,,,9451,
268,2016,201711719349300736,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO SHERIFFS OFFICE,8700 CITIZEN DRIVE,34654,FL,GOV,,10769,
269,2017,201821239349301707,PASCO SHERIFF'S CHARITIES INC,201395653,PASCO SHERIFFS OFFICE,8700 CITIZEN DRIVE,34654,FL,GOV,,112329,
270,2017,201821239349301707,PASCO SHERIFF'S CHARITIES INC,201395653,FARRELL CARES INC,6835 COMMERCE AVENUE,34668,FL,501(C),821386717,27085,
271,2017,201821239349301707,PASCO SHERIFF'S CHARITIES INC,201395653,SPECIAL OPERATIONS WARRIOR FOUNDATI,PO BOX 89367,33689,FL,501(C),521183585,10000,
272,2015,201643139349301744,WESTMINSTER POLICE OFFICERS,202171704,BOYS & GIRLS CLUB OF WESTMINSTER,14400 CHESTNUT ST,92683,CA,3,952919799,5500,
273,2016,201703199349311010,WESTMINSTER POLICE OFFICERS,202171704,WESTMINSTER POLICE DEPARTMENT,8200 WESTMINSTER BLVD,92683,CA,,,6500,
274,2013,201541209349300404,Sheriffs Ranches Enterprises Inc,202796863,Florida Sheriffs Youth Ranches Inc,PO Box 2000,32064,FL,501(c)(3),237303117,413618,"General support of Florida Sheriffs Youth Ranches, Inc."
275,2014,201611259349300931,Sheriffs Ranches Enterprises Inc,202796863,Florida Sheriffs Youth Ranches Inc,PO Box 2000,32064,FL,501(c)(3),237303117,475000,"General support of Florida Sheriffs Youth Ranches, Inc."
276,2015,201700729349300435,Sheriffs Ranches Enterprises Inc,202796863,Florida Sheriffs Youth Ranches Inc,PO Box 2000,32064,FL,501(c)(3),237303117,450000,"General support of Florida Sheriffs Youth Ranches, Inc."
277,2016,201811359349312456,Sheriffs Ranches Enterprises Inc,202796863,Florida Sheriffs Youth Ranches Inc,PO Box 2000,32064,FL,501(c)(3),237303117,450000,"General support of Florida Sheriffs Youth Ranches, Inc."
278,2017,201920599349300847,Sheriffs Ranches Enterprises Inc,202796863,Florida Sheriffs Youth Ranches Inc,PO Box 2000,32064,FL,501(c)(3),237303117,480000,"General support of Florida Sheriffs Youth Ranches, Inc."
279,2014,201542119349301019,Ventura County Sheriffs Foundation,203780163,Ventura County Sheriff Dept,800 S victoria Ave,93009,CA,,,3554,Academy Graduation Awards
280,2016,201712099349300631,Ventura County Sheriffs Foundation,203780163,Ventura County Sheriff Dept,800 S victoria Ave,93009,CA,,,7500,Participate in Baker to Vegas event
281,2017,201823199349316972,Ventura County Sheriffs Foundation,203780163,Ventura County Sheriff Dept,800 S victoria Ave,93009,CA,,,10174,Sponsor various VCSF programs
282,2017,201823199349316972,Ventura County Sheriffs Foundation,203780163,Ventura County Sheriff Dept,800 S victoria Ave,93009,CA,,,17579,Thomas Fire Relief Fund
283,2017,201823199349316972,Ventura County Sheriffs Foundation,203780163,Ventura County Sheriff Dept,800 S victoria Ave,93009,CA,,,24417,Sponsor Mounted Enforcement Unit
284,2017,201823199349316972,Ventura County Sheriffs Foundation,203780163,Ventura County Sheriff Dept,800 S victoria Ave,93009,CA,,,6000,Participate in Baker to Vegas event
285,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,EL PASO COUNTY,3850 JUSTICE DR,79938,TX,,746000762,33253,FOR ASSISTANCE
286,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,HIDALGO COUNTY,711 EL CIBOLO RD,78540,TX,,746000717,10623,FOR ASSISTANCE
287,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,STARR COUNTY,100 E 6TH ST,78582,TX,,746001976,11277,FOR ASSISTANCE
288,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,WEBB COUNTY,902 VICTORIA ST,78040,TX,,746001587,78552,FOR ASSISTANCE
289,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,ZAVALA COUNTY,200 BLK EAST UVALDE,78839,TX,,746000640,36140,FOR ASSISTANCE
290,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,ZAPATA COUNTY,2311 STOP 23A,78076,TX,,746003078,2516,FOR ASSISTANCE
291,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,DIMMIT COUNTY,PO BOX 885,78834,TX,,746000495,14287,FOR ASSISTANCE
292,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,HUDSPETH COUNTY,PO BOX 39,79851,TX,,746002296,10793,FOR ASSISTANCE
293,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,VAL VERDE COUNTY,PO BOX 1201,78841,TX,,746000673,9201,FOR ASSISTANCE
294,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,PECOS COUNTY,PO BOX 1647,79735,TX,,746000866,40550,FOR ASSISTANCE
295,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,MAVERICK COUNTY,1051 BALBOA JONES MEMORIAL HWY,78852,TX,,746000702,38091,FOR ASSISTANCE
296,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,CAMERON COUNTY,7300 OLD ALICE RD,78575,TX,,746000420,122939,FOR ASSISTANCE
297,2013,201530769349300413,TEXAS BORDER SHERIFF'S COALITION,203789689,TERRELL COUNTY,PO BOX 320,79848,TX,,746002260,1557,FOR ASSISTANCE
298,2017,201802699349300920,NYS TROOPERS PBA SIGNAL 30,204062957,NYS SUPREME COURT OFFICERS ASSOCIATION,80 BROAD STREET STE 1200,10004,NY,501-C-5,133472244,6000,DONATION
299,2017,201802699349300920,NYS TROOPERS PBA SIGNAL 30,204062957,SILVER SHIELD FOUNDATION,870 U N PLAZA 1ST FLOOR,10017,NY,501-C-3,133120746,20000,DONATION
300,2017,201802699349300920,NYS TROOPERS PBA SIGNAL 30,204062957,LOVE FOR LOVE CITY FOUNDATION,8910 PURDUE ROAD SUITE 555,46268,IN,501-C-3,352129262,10000,DONATION
301,2017,201802699349300920,NYS TROOPERS PBA SIGNAL 30,204062957,SPAM BENEVOLENT FUND,11 BEACON STREET STE 700,02108,MA,501-C-3,264331647,5000,DONATION
302,2017,201802699349300920,NYS TROOPERS PBA SIGNAL 30,204062957,SUFFOLK COUNTY ASSOCIATION OF MUNICIPAL EMPLOYEES,30 ORVILLE DRIVE,11716,NY,501-C-5,112730742,5000,DONATION
303,2017,201801029349301150,Stanislaus County Sheriffs K-9,205786997,Blue Line Wives,6909 Schubert Ct,95326,CA,501c3,821300957,15000,Support Law Enforcement
