,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
131,2013,201413219349307111,ARKANSAS SHERIFFS YOUTH RANCHES,270115849,ARKANSAS SHERIFFS YOUTH RANCHES INC,100 ST VINCENT PLACE,72501,AR,501,270115849,11000,
132,2015,201642219349301909,ARKANSAS SHERIFFS' YOUTH RANCHES,270115849,ARKANSAS SHERIFFS YOUTH RANCHES INC,100 ST VINCENT PLACE,72501,AR,501C3,270115849,11041,OPERATIONS
133,2016,201742019349300114,ARKANSAS SHERIFFS' YOUTH RANCHES,270115849,ARKANSAS SHERIFFS YOUTH RANCHES INC,100 ST VINCENT PLACE,72501,AR,501C3,270115849,138891,OPERATIONS
134,2013,201423219349305432,RALEIGH POLICE MEMORIAL FOUNDATION INC,270326382,LAW ENFORCEMENT UNITED,PO BOX 36,230909700,VA,501(C)(3),270743821,20350,TO SUPPORT THE LAW ENFORCEMENT UNITED BIKE RIDE FOR FALLEN POLICE OFFICERS IN NORTHERN VIRGINIA.
135,2016,201701329349303905,COOPER TROOPER FOUNDATION,270470758,MONROE CAREL JR CHILDRENS HOSPITAL,2200 CHILDRENS WAY,37232,TN,,,50000,ENDOWMENT RESEARCH
136,2017,201821789349301107,COOPER TROOPER FOUNDATION,270470758,MONROE CAREL JR CHILDRENS HOSPITAL,2200 CHILDRENS WAY,37232,TN,,,50000,ENDOWMENT RESEARCH
137,2018,201941239349301609,COOPER TROOPER FOUNDATION,270470758,MONROE CAREL JR CHILDRENS HOSPITAL,2200 CHILDRENS WAY,37232,TN,,,100000,ENDOWMENT RESEARCH
138,2013,201412139349301216,LAW ENFORCEMENT UNITED INC,270743821,OFFICER DOWN MEMORIAL PAGE,PO BOX 1047,22038,VA,501C3,542002597,71600,WEB MAINT & DESIGN
139,2014,201532059349300233,LAW ENFORCEMENT UNITED INC,270743821,OFFICER DOWN MEMORIAL PAGE,PO BOX 1047,22038,VA,501C3,542002597,50000,WEB MAINT & DESIGN
140,2014,201532059349300233,LAW ENFORCEMENT UNITED INC,270743821,CONCERNS OF POLICE SURVIVORS,PO BOX 3199,65020,MO,501C3,521354370,160000,SUPPORT
141,2015,201611379349311116,LAW ENFORCEMENT UNITED INC,270743821,OFFICER DOWN MEMORIAL PAGE,PO BOX 1047,22038,VA,501C3,542002597,50000,WEB MAINTENANCE DESIGN
142,2015,201611379349311116,LAW ENFORCEMENT UNITED INC,270743821,CONCERNS OF POLICE SURVIVO,PO BOX 3199,65020,MO,501C3,521354370,222500,PROGRAM SERVICE
143,2016,201730729349301303,LAW ENFORCEMENT UNITED INC,270743821,CONCERNS OF POLICE SURVIVORS INC,PO BOX 3199 SOUTH HWY 5,65020,MO,501C3,521354370,350000,FUND PROGRAMS
144,2016,201730729349301303,LAW ENFORCEMENT UNITED INC,270743821,OFFICER DOWN MEMORIAL PAGE,3950 CHAIN BRIDGE RD SUITE 112,22030,VA,501C3,542002597,98000,FUND PROGRAMS
145,2016,201730729349301303,LAW ENFORCEMENT UNITED INC,270743821,THE SPIRIT OF BLUE FOUNDATION,54 ENWRIGHT DR,14450,NY,501C3,452685219,22000,FUND PROGRAMS
146,2017,201833489349300528,LAW ENFORCEMENT UNITED INC,270743821,CONCERNS OF POLICE SURVIVORS INC,PO BOX 3199 SOUTH HWY 5,65020,MO,501C3,521354370,592000,FUND PROGRAMS
147,2017,201833489349300528,LAW ENFORCEMENT UNITED INC,270743821,OFFICER DOWN MEMORIAL PAGE,3950 CHAIN BRIDGE RD SUITE 112,22030,VA,501C3,542002597,78000,FUND PROGRAMS
148,2017,201833489349300528,LAW ENFORCEMENT UNITED INC,270743821,THE SPIRIT OF BLUE FOUNDATION,54 ENWRIGHT DR,14450,NY,501C3,452685219,80000,FUND PROGRAMS
149,2017,201843199349307259,SALEM POLICE FOUNDATION,271899059,CITY OF SALEM SALEM POLICE DEPARTMENT,555 LIBERTY ST SE,97301,OR,,,39332,TO ENHANCE PUBLIC SAFETY.
150,2015,201623029349300972,SANTA BARBARA POLICE FOUNDATION,272138540,SANTA BARBARA POLICE DEPARTMENT,215 E FIGUEROA ST,93101,CA,,,5000,TO PURCHASE NIGHT VISION GOGGLES.TO PURCHASE NIGHT VISION GOGGLES.
151,2015,201623029349300972,SANTA BARBARA POLICE FOUNDATION,272138540,POLICE ACTIVITIES LEAGUE,PO BOX 91121,93190,CA,,770523426,50000,TO PROVIDE SUPPORT FOR THE ACTIVITIES OF THE ORGANIZATION.
152,2015,201623029349300972,SANTA BARBARA POLICE FOUNDATION,272138540,SANTA BARBARA POLICE DEPARTMENT,215 E FIGUEROA ST,93101,CA,,,20532,"TO FUND THE RENOVATION OF THE POLICE DEPARTMENT'S FITNESS CENTER, INCLUDING THE PURCHASE OF NEW FITNESS EQUIPMENT."
153,2015,201623029349300972,SANTA BARBARA POLICE FOUNDATION,272138540,SANTA BARBARA POLICE DEPARTMENT,215 E FIGUEROA ST,93101,CA,,,2500,TO FUND THE DEPARTMENT'S EXPLORER PROGRAM.
154,2016,201702869349301510,SANTA BARBARA POLICE FOUNDATION,272138540,SANTA BARBARA POLICE DEPARTMENT,215 E FIGUEROA ST,93101,CA,,,20000,TO FUND THE POLICE DEPARTMENT'S K-9 PROGRAM.TO PURCHASE NIGHT VISION GOGGLES.
155,2016,201702869349301510,SANTA BARBARA POLICE FOUNDATION,272138540,,,,,,,,TO PROVIDE SUPPORT FOR THE ACTIVITIES OF THE ORGANIZATION.
156,2016,201702869349301510,SANTA BARBARA POLICE FOUNDATION,272138540,SANTA BARBARA POLICE DEPARTMENT,215 E FIGUEROA ST,93101,CA,,,10000,TO ASSIST WITH THE FALLEN OFFICER MEMORIAL PROJECT.TO ASSIST WITH THE FALLEN OFFICERS MEMORIAL PROJECT.
157,2017,201823099349301132,SANTA BARBARA POLICE FOUNDATION,272138540,POLICE ACTIVITIES LEAGUE,215 E FIGUEROA ST,93101,CA,,,30000,TO FUND THE 2017 CAR SHOW BY COLLECTING THE 2016 CAR SHOW SHARED PROCEEDS
158,2017,201823099349301132,SANTA BARBARA POLICE FOUNDATION,272138540,,,,,,,,TO PROVIDE SUPPORT FOR THE ACTIVITIES OF THE ORGANIZATION.
159,2017,201823099349301132,SANTA BARBARA POLICE FOUNDATION,272138540,,,,,,,,TO ASSIST WITH THE FALLEN OFFICERS MEMORIAL PROJECT.
160,2013,201543069349300449,Harris County Sheriff's Office Foundation Inc,274317917,Harris County TX,1001 Preston St,77002,TX,,760454514,7340,Sheriffs Office
161,2013,201543069349300449,Harris County Sheriff's Office Foundation Inc,274317917,Crimestoppers,3001 Main Street,77002,TX,,742137744,13000,Help HCSO
162,2013,201543069349300449,Harris County Sheriff's Office Foundation Inc,274317917,Red Cross of Houston,2700 SW Freeway,77098,TX,,530196605,40000,Help HCSO
163,2014,201642919349301224,Harris County Sheriff's Office Foundation Inc,274317917,Harris County TX,1001 Preston St,77002,TX,,760454514,98005,Sheriffs Office
164,2014,201642919349301224,Harris County Sheriff's Office Foundation Inc,274317917,Crimestoppers,3001 Main Street,77002,TX,501(c)(3),742137744,10000,Help HCSO
165,2014,201642919349301224,Harris County Sheriff's Office Foundation Inc,274317917,K9s4Cops Inc,714 Parker St,77007,TX,501(c)(3),273659405,40000,Help HCSO
166,2015,201800159349300925,HARRIS COUNTY SHERIFF'S OFFICE,274317917,HARRIS CO SHERRIFF'S OFFICE FOUNDA,1001 PRESTON ST,77002,TX,,760454514,242602,SHERIFF'S OFFICE
167,2015,201800159349300925,HARRIS COUNTY SHERIFF'S OFFICE,274317917,CRIMESTOPPERS,3001 MAIN STREET,77002,TX,501C3,742137744,10000,HELP HCSO
168,2016,201841779349300219,HARRIS COUNTY SHERIFF'S OFFICE,274317917,HARRIS CO SHERRIFF'S OFFICERS,1001 PRESTON ST,77002,TX,GOV,760454514,210875,MEMORIAL PROJECT
169,2017,201921079349300302,HARRIS COUNTY SHERIFF'S OFFICE,274317917,HARRIS CO SHERRIFF'S OFFICERS,1001 PRESTON ST,77002,TX,GOV,760454514,66442,MEMORIAL PROJECT
170,2017,201921079349300302,HARRIS COUNTY SHERIFF'S OFFICE,274317917,CRIMESTOPPERS,3001 MAIN STREET,77002,TX,501C3,742137744,10000,HELP HCSO
171,2016,201711079349300041,Connecticut Police Workdog Ass,300172079,Various towns,Traning,06385,CT,,300172079,,
172,2017,201831219349301653,Connecticut Police Workdog Ass,300172079,VariousTownoffic,policedogs police,06385,CT,,300172079,36556,training
173,2018,201922709349300647,TOMS RIVER POLICE FOUNDATION INC,300278975,BIG BROTHERS BIG SISTERS OF OCEAN COUNTY,20 HADLEY AVE,08753,NJ,,311596917,,PROGRAMS FOR YOUTH TO KEEP THEM AWAY FROM CRIME.
174,2016,201713139349304011,CHULA VISTA POLICE FOUNDATION,300281686,ATHLETES FOR EDUCATION,610 WEST ASH STREET STE 1503,92101,CA,,,7500,HOLIDAY MEAL GIVEAWA
175,2017,201842489349301019,CHULA VISTA POLICE FOUNDATION,300281686,ATHLETES FOR EDUCATION,610 WEST ASH STREET STE 1503,92101,CA,,,7500,HOLIDAY MEAL GIVEAWA
176,2014,201513299349300801,BAY AREA DEPUTY SHERIFFS CHARITABLE,300287554,GARFIELD ELEMENTARY SCHOOL,420 FILBERT STREET,94133,CA,,,167692,NEEDY CHILDREN WERE PROVIDED WITH BACK TO SCHOOL SUPPLIES AND WINTER CLOTHING
177,2015,201633209349317838,BAY AREA DEPUTY SHERIFFS CHARITABLE,300287554,MIDDLETOWN MIDDLE SCHOOL,20932 BIG CANYON ROAD,95461,CA,501(C)(3),521586055,127974,NEEDY SCHOOL CHILDREN WERE PROVIDED WITH BACK TO SCHOOL SUPPLIES AND WINTER CLOTHING
178,2016,201723109349300607,Fraternal Order of Police CO Lodge 1,310931234,Colorado FOP#1 Small Donor Commitee,PO Box 21333,80221,CO,527(f)(3),,7885,Program Support
179,2016,201722629349300907,STATE TROOPERS NCO ASSOCIATION,311005111,NYS TROOPERS SIGNAL 30 FUND,120 STATE ST,12207,NY,501-C-3,204062957,9400,CHARITY
180,2016,201722629349300907,STATE TROOPERS NCO ASSOCIATION,311005111,ALPHA CORPS FOUNDATION,PO BOX 665,08310,NJ,501-C-3,264091301,6135,CHARITY
181,2016,201722629349300907,STATE TROOPERS NCO ASSOCIATION,311005111,PIPES & DRUMS OF THE BLUE & GOLD,1309 SCHINDLER DRIVE,07932,NJ,501-C-3,223585199,7000,CHARITY
182,2016,201722629349300907,STATE TROOPERS NCO ASSOCIATION,311005111,STATE TROOPERS FRATERNAL ASSOCIATION,2634 HWY 70,08736,NJ,501-C-5,222323154,11275,CHARITY
183,2016,201722629349300907,STATE TROOPERS NCO ASSOCIATION,311005111,SURVIVORS OF THE TRIANGLE,800 DENOW RD SUITE C 385,08534,NJ,501-C-3,223123761,10000,CHARITY
184,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,NYS TROOPERS SIGNAL 30 FUND,120 STATE ST,12207,NY,501-C-3,204062957,6700,CHARITY
185,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,ALPHA CORPS FOUNDATION,PO BOX 665,08310,NJ,501-C-3,264091301,5755,CHARITY
186,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,PIPES & DRUMS OF THE BLUE & GOLD,1309 SCHINDLER DRIVE,07932,NJ,501-C-3,223585199,6500,CHARITY
187,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,STFA FOUNDATION,2634 HWY 70,08736,NJ,501-C-3,812355552,5000,CHARITY
188,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,STATE TROOPERS SOA FOUNDATION,213 CROSSWICKS ROAD,08505,NJ,501-C-3,611619490,5500,CHARITY
189,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,,,,,,,,CHARITY
190,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,HOPE FOR CHILDREN RESEARCH FOUNDATION,700D LAKE STREET,07446,NJ,501-C-3,223326881,5500,CHARITY
191,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,NJSPBA SURVIVOR & WELFARE FUND,158 MAIN STREET,07095,NJ,501-C-3,200235341,5500,CHARITY
192,2017,201822989349300012,STATE TROOPERS NCO ASSOCIATION,311005111,PORT AUTHORITY PBA WIDOWS AND CHILDRENS FUND,611 PALISADES AVE,07632,NJ,501-C-3,900148993,6900,CHARITY
193,2013,201422979349300112,FRATERNAL ORDER OF POLICE EDUCATIONAL,311195034,COLUMBUS BLUE JACKETS FOUNDATION,200 W NATIONWIDE BLVD,43215,OH,501(C)(3),311688700,10000,CHARITABLE DONATION
194,2014,201512299349301176,FRATERNAL ORDER OF POLICE EDUCATIONAL,311195034,COLUMBUS BLUE JACKETS FOUNDATION,200 W NATIONWIDE BLVD,43215,OH,501(C)(3),311688700,10000,CHARITABLE DONATION
195,2015,201622099349300542,FRATERNAL ORDER OF POLICE EDUCATIONAL,311195034,COLUMBUS BLUE JACKETS FOUNDATION,200 W NATIONWIDE BLVD,43215,OH,501(C)(3),311688700,10000,CHARITABLE DONATION
196,2016,201711869349300626,Fraternal Order of Police Educational,311195034,Columbus Blue Jackets Foundation,200 W Nationwide Blvd,43215,OH,501(C)(3),311688700,10000,Charitable Donation
197,2017,201802269349301535,FRATERNAL ORDER OF POLICE EDUCATIONAL,311195034,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS FOUNDATION,1750 NEW YORK AVE NW,20006,DC,501(C)(3),611629460,10000,CHARITABLE DONATION
198,2018,201932979349301408,FRATERNAL ORDER OF POLICE EDUCATIONAL,311195034,COLUMBUS BLUE JACKETS FOUNDATION,200 W NATIONWIDE BLVD,43215,OH,501(C)(3),311688700,10000,CHARITABLE DONATION
199,2015,201741359349311419,SAN MATEO POLICE ACTIVITIES LEAGUE INC,311593896,,,,,,,,TO HELP FUND INNOVATIVE PHILANTHROPIC SOLUTIONS AND STRENGTHEN THE COMMON GOOD.
200,2016,201821359349313437,SAN MATEO POLICE ACTIVITIES LEAGUE INC,311593896,,,,,,,,TO HELP FUND INNOVATIVE PHILANTHROPIC SOLUTIONS AND STRENGTHEN THE COMMON GOOD.
201,2017,201823189349309692,SAN MATEO POLICE ACTIVITIES LEAGUE INC,311593896,,,,,,,,TO HELP FUND INNOVATIVE PHILANTHROPIC SOLUTIONS AND STRENGTHEN THE COMMON GOOD.
202,2013,201423189349304762,NEWPORT BEACH POLICE EMPLOYEES ASSN,330111853,HOPE SPINAL MUSCULAR ATROPHY,2314 VIA CLAVET,92673,CA,,,6500,
203,2013,201423189349304762,NEWPORT BEACH POLICE EMPLOYEES ASSN,330111853,MIRACLE FOR KIDS,3002 DOW AVE 126,92780,CA,,,6900,
204,2014,201533139349303208,NEWPORT BEACH POLICE EMPLOYEES ASSN,330111853,MIRACLE FOR KIDS,3002 DOW AVE 126,92780,CA,,,6000,
205,2014,201533139349303208,NEWPORT BEACH POLICE EMPLOYEES ASSN,330111853,NB RUNNING TEAM,P O BOX 9576,92658,CA,,,9500,
206,2016,201702789349300040,NEWPORT BEACH POLICE EMPLOYEES,330111853,VARIOUS ORGANIZATIONS,,,,,,38680,
207,2017,201802119349300115,NEWPORT BEACH POLICE EMPLOYEES,330111853,VARIOUS ORGANIZATIONS,,,,,,22440,
208,2018,201900519349301210,NEWPORT BEACH POLICE EMPLOYEES,330111853,VARIOUS ORGANIZATIONS,,,,,,23111,
209,2013,201501609349300045,SAN DIEGO POLICE OFFICERS ASSOCIATION,330127369,THE SAN DIEGO COUNTY DEPUTY SHERIFF'S FOUNDATION,13881 DANIELSON STREET,92064,CA,501(C)(3),202030006,13400,CHARITABLE
210,2014,201641669349300749,SAN DIEGO POLICE OFFICERS ASSOCIATION,330127369,THE SAN DIEGO COUNTY DEPUTY SHERIFF'S FOUNDATION,13881 DANIELSON STREET,92064,CA,501(C)(3),202030006,11000,CHARITABLE
211,2017,201941649349301004,SAN DIEGO POLICE OFFICERS ASSOCIATION,330127369,VARIOUS SPONSORSHIPS,8388 VICKERS STREET,92111,CA,,,108233,
212,2013,201433109349301363,SAN BERNARDINO SHERIFF'S ATHLETIC FEDERATION INC,330220957,UNITED WAY,646 NORTH D STREET,92401,CA,501(C)(3),951934586,7500,TO HELP IMPROVE LIVES AND FUTURE OF CHILDREN AND FAMILIES IN NEED.
213,2014,201542659349301004,IRVINE POLICE ASSOCIATION,330504955,ISRC INC,758 N GLASSELL STREET,92867,CA,501(C)(3),470988506,11200,GENERAL SUPPORT
214,2015,201642359349300869,IRVINE POLICE ASSOCIATION,330504955,ISRC INC,758 N GLASSELL STREET,92867,CA,501(C)(3),470988506,9000,GENERAL SUPPORT
215,2013,201511349349309071,SAN DIEGO POLICE FOUNDATION,330785173,San Diego Police Department,1401 Broadway,92101,CA,,956000776,234118,General Operations
216,2013,201511349349309071,SAN DIEGO POLICE FOUNDATION,330785173,SDUSD Police Department,4100 Normal Street,92103,CA,,956002781,23691,General Operations
217,2014,201631309349301458,SAN DIEGO POLICE FOUNDATION,330785173,San Diego Police Department,1401 Broadway,92101,CA,,956000776,148321,General Operations
218,2014,201631309349301458,SAN DIEGO POLICE FOUNDATION,330785173,SDUSD Police Department,4100 Normal Street,92103,CA,,956002781,32537,General Operations
219,2015,201700879349300040,SAN DIEGO POLICE FOUNDATION,330785173,San Diego Police Department,1401 Broadway,92101,CA,,956000776,315132,General Operations
220,2016,201820949349300222,SAN DIEGO POLICE FOUNDATION,330785173,CA FOP Foundation,33110 Owen Lane,92595,CA,,274036736,76643,Injured officer family support
221,2016,201820949349300222,SAN DIEGO POLICE FOUNDATION,330785173,San Diego Police Department,1401 Broadway,92101,CA,,956000776,453156,General Operations
222,2016,201820949349300222,SAN DIEGO POLICE FOUNDATION,330785173,SD Police Officers Assoc Fdn,8388 Vickers Street,92111,CA,,330127369,75613,Memorial gift
223,2017,201901299349302505,SAN DIEGO POLICE FOUNDATION,330785173,San Diego Police Department,1401 Broadway,92101,CA,,956000776,658989,General Operations
224,2017,201803189349308815,SANTA ANA POLICE OFFICERS WIDOWS &,330840920,AOCDS MEMORIAL FUND,1314 WEST 5TH STREET B,92703,CA,,330917425,5250,SUPPORT
225,2017,201803189349308815,SANTA ANA POLICE OFFICERS WIDOWS &,330840920,BREAST CANCER SOLUTIONS,25422 TRABUCO ROAD 105-167,926302797,CA,,330765783,7655,PINK PATCH PROJECT
226,2013,201433189349309578,HUNTINGTON BEACH POLICE OFFICERS',330932434,EPILEPSY SUPPORT NETWORK OF OC,9114 ADAMS AVE 288,92646,CA,3,270681680,42000,
227,2013,201433189349309578,HUNTINGTON BEACH POLICE OFFICERS',330932434,BOYS AND GIRLS CLUB,2309 DELAWARE STREET,92648,CA,3,956192466,6160,
228,2014,201503159349304125,HUNTINGTON BEACH POLICE OFFICERS',330932434,KIWANIS FOUNDATION,16782 GRAHAM STREET,92649,CA,3,,8869,
229,2014,201503159349304125,HUNTINGTON BEACH POLICE OFFICERS',330932434,INTERNATIONAL SURF MUSEUM,411 OLIVE AVENUE,92648,CA,,,5470,
230,2015,201643149349302349,HUNTINGTON BEACH POLICE OFFICERS',330932434,MIRACLES FOR KIDS,3002 DOW AVENUE STE 126,92780,CA,,,44100,
231,2016,201723189349312762,HUNTINGTON BEACH POLICE OFFICERS',330932434,VARIOUS POLICE MEMORIAL FUNDS,2000 MAIN STREET,92648,CA,,,5450,
232,2016,201723189349312762,HUNTINGTON BEACH POLICE OFFICERS',330932434,ALZHEIMER'S FAMILY SERVICES CENTER,9451 INDIANAPOLIS AVE,92646,CA,,,58000,
233,2017,201801699349300645,HUNTINGTON BEACH POLICE OFFICERS',330932434,EPILEPSY SUPPORT NETWORK OF OC,9114 ADAMS AVE 288,92646,CA,3,270681680,42000,
234,2017,201801699349300645,HUNTINGTON BEACH POLICE OFFICERS',330932434,VARIOUS OTHER SMALL ORGANIZATIONS,2000 MAIN STREET,92648,CA,,,5900,
235,2017,201801699349300645,HUNTINGTON BEACH POLICE OFFICERS',330932434,BOYS AND GIRLS CLUB,2309 DELAWARE STREET,92648,CA,3,956192466,6570,
236,2018,201913029349301811,HUNTINGTON BEACH POLICE OFFICERS',330932434,VARIOUS POLICE MEMORIAL FUNDS,2000 MAIN STREET,92648,CA,,,6350,
237,2018,201913029349301811,HUNTINGTON BEACH POLICE OFFICERS',330932434,TALK ABOUT CURING AUTISM,2222 MARTIN STREET SUITE 140,92612,CA,,,51500,
238,2018,201913029349301811,HUNTINGTON BEACH POLICE OFFICERS',330932434,VARIOUS OTHER ORGANIZATIONS,2000 MAIN STREET,92648,CA,,,5851,
239,2013,201422689349300617,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,22500,PAL GRANT
240,2013,201422689349300617,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,30000,SAINT PAUL INITIATIV
241,2013,201422689349300617,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,70000,GANG UNIT
242,2013,201422689349300617,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,5570,MOTORCYCLE LIGHTS
243,2014,201542029349300109,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,12500,GIVING MOMENT 2013
244,2014,201542029349300109,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,15775,ST PAUL TO THE WALL
245,2014,201542029349300109,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,17113,100 CLUB SAFETY PROJ
246,2015,201622879349300772,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,6834,100 CLUB SAFETY PROJ
247,2015,201622879349300772,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,27160,PAL
248,2015,201622879349300772,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,75372,GRANT TO GANG UNIT
249,2015,201622879349300772,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,10855,OPERATIONS
250,2016,201732839349300008,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,26505,GIVING MOMENT 2015
251,2016,201732839349300008,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPT,367 GROVE STREET,55101,MN,,,38791,JOHNSON BROTHERS
252,2016,201732839349300008,SAINT PAUL POLICE FOUNDATION,331116737,DISTRICT 2 COMMUNITY COUNCIL,1365 PROSPERITY AVE,55106,MN,,,8384,OPERATIONS
253,2017,201803169349301505,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPARTMENT,367 GROVE ST,55101,MN,GOV,,2993514,SHOOTING RANGE
254,2017,201803169349301505,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPARTMENT,367 GROVE ST,55101,MN,GOV,,17933,ST PAUL EXPLORERS
255,2017,201803169349301505,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPARTMENT,367 GROVE ST,55101,MN,GOV,,13950,GIVING MOMENT
256,2017,201803169349301505,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPARTMENT,367 GROVE ST,55101,MN,GOV,,15025,PAL GRANT
257,2017,201803169349301505,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPARTMENT,367 GROVE ST,55101,MN,GOV,,225000,BREMER TRUST
258,2017,201803169349301505,SAINT PAUL POLICE FOUNDATION,331116737,ST PAUL POLICE DEPARTMENT,367 GROVE ST,55101,MN,GOV,,360000,BODY CAMERAS
259,2013,201401359349300520,FRATERNAL ORDER OF POLICE,341712473,FRATERNAL ORDER OF POLICE AUXILLIARY LODGE 70,PO BOX 1632,44901,OH,,341490739,10000,SUPPORT OF RELATED ORGANIZATION
260,2013,201401359349300520,FRATERNAL ORDER OF POLICE,341712473,RICHLAND COUNTY CHILDREN AUXILLIARY,PO BOX 2525,44906,OH,3,341875985,8000,SUPPORT OF STORE FOR CHILDREN
261,2014,201523029349300317,FRATERNAL ORDER OF POLICE,341712473,FRATERNAL ORDER OF POLICE AUXILLIARY LODGE 70,PO BOX 1632,44901,OH,,341490739,10000,SUPPORT OF RELATED ORGANIZATION
262,2014,201523029349300317,FRATERNAL ORDER OF POLICE,341712473,RICHLAND COUNTY CHILDREN AUXILLIARY,PO BOX 2525,44906,OH,3,341875985,8000,SUPPORT OF STORE FOR CHILDREN
263,2015,201622289349302992,FRATERNAL ORDER OF POLICE,341712473,FRATERNAL ORDER OF POLICE AUXILLIARY LODGE 70,PO BOX 1632,44901,OH,,341490739,10000,SUPPORT OF RELATED ORGANIZATION
264,2015,201622289349302992,FRATERNAL ORDER OF POLICE,341712473,RICHLAND COUNTY CHILDREN AUXILLIARY,PO BOX 2525,44906,OH,3,341875985,23735,SUPPORT OF STORE FOR CHILDREN
265,2016,201712899349301921,FRATERNAL ORDER OF POLICE,341712473,FRATERNAL ORDER OF POLICE AUXILLIARY LODGE 70,PO BOX 1632,44901,OH,,341490739,10000,SUPPORT OF RELATED ORGANIZATION
266,2016,201712899349301921,FRATERNAL ORDER OF POLICE,341712473,RICHLAND COUNTY CHILDREN AUXILLIARY,PO BOX 2525,44906,OH,3,341875985,22052,SUPPORT OF STORE FOR CHILDREN
267,2017,201823169349302932,FRATERNAL ORDER OF POLICE,341712473,FRATERNAL ORDER OF POLICE AUXILLIARY LODGE 70,PO BOX 1632,44901,OH,,341490739,10000,SUPPORT OF RELATED ORGANIZATION
268,2017,201823169349302932,FRATERNAL ORDER OF POLICE,341712473,RICHLAND COUNTY CHILDREN AUXILLIARY,PO BOX 2525,44906,OH,3,341875985,21588,SUPPORT OF STORE FOR CHILDREN
269,2017,201831369349301218,MONROE CO JAIL LAW ENFORCEMENT,351540606,Monroe County Jail,100W Kirkwood Avenue RM 322,47404,IN,,,112333,Operational expenses
270,2017,201940439349300854,Concerns of Police Survivors Indiana,352035861,National COPS,PO Box 3199,65020,MO,501(c)(3),521354370,10919,General support
271,2013,201541899349300014,Florida State Lodge Fraternal Order of Police Memorial Foundation Inc,352216194,EASTER SEALS,520 N Semoran Blvd Suite 280,32807,FL,501C3,,3000,disability assistance
272,2014,201601379349303945,Florida State Lodge Fraternal Order of Police Memorial Foundation Inc,352216194,EASTER SEALS,520 N Semoran Blvd Suite 280,32807,FL,501C3,,1951,disability assistance
273,2017,201930739349300928,MEDINA COUNTY POLICE ACTIVITIES LEAGUE,352342739,NATIONAL PAL,658 W INDIANTOWN RD,33458,FL,,,3143,DONATION/GRANT
274,2017,201930739349300928,MEDINA COUNTY POLICE ACTIVITIES LEAGUE,352342739,AKRON CANTON FOOD BANK,350 OPPORTUNITY PKWY,44307,OH,,,1953,DONATION/GRANT
275,2017,201930739349300928,MEDINA COUNTY POLICE ACTIVITIES LEAGUE,352342739,OHIO DEPARTMENT OF NATURAL RESOURCES,2045 MORSE ROAD,432296693,OH,,,4300,DONATION/GRANT
276,2017,201930739349300928,MEDINA COUNTY POLICE ACTIVITIES LEAGUE,352342739,UNITED WAY,728 E SMITH RD,44256,OH,,,2405,DONATION/GRANT
