,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
279,2016,201741299349301594,NATIONAL LAW ENFORCEMENT OFFICERS,711029938,NLEO MEMORIAL FUND,901 E STREET SUITE 100,20004,DC,,,22000,
280,2017,201831229349301403,NATIONAL LAW ENFORCEMENT OFFICERS,711029938,NLEO MEMORIAL FUND,901 E STREET SUITE 100,20004,DC,,,15000,
281,2018,201941279349300114,NATIONAL LAW ENFORCEMENT OFFICERS,711029938,NLEO MEMORIAL FUND,901 E STREET SUITE 100,20004,DC,,,15000,
282,2013,201442879349301434,SOUTHWEST DISTRICT LAW ENFORCEMENT,720742965,LA COMM LAW ENFORCEMENT ADM CRM JS,1885 WOODDALE BLVD 708,70802,LA,,720742965,37750,BASIC TRAINING
283,2014,201512309349300816,SOUTHWEST DISTRICT LAW ENFORCEMENT,720742965,LA COMM LAW ENFORCEMENT ADM CRM JS,1885 WOODDALE BLVD 708,70802,LA,,720742965,49750,BASIC TRAINING
284,2015,201602449349301015,SOUTHWEST DISTRICT LAW ENFORCEMENT,720742965,LA COMM LAW ENFORCEMENT ADM CRM JS,1885 WOODDALE BLVD 708,70802,LA,,720742965,34000,BASIC TRAINING
285,2016,201732309349301503,SOUTHWEST DISTRICT LAW ENFORCEMENT,720742965,LA COMM LAW ENFORCEMENT ADM CRM JS,1885 WOODDALE BLVD 708,70802,LA,,720742965,48300,BASIC TRAINING
286,2017,201802539349300855,SOUTHWEST DISTRICT LAW ENFORCEMENT,720742965,LA COMM LAW ENFORCEMENT ADM CRM JS,1885 WOODDALE BLVD 708,70802,LA,,720742965,40850,BASIC TRAINING
287,2013,201402329349300310,NEW ORLEANS POLICE AND JUSTICE FOUNDATION INC,721311151,CITY OF NEW ORLEANS - NOPD,715 BROAD ST,70119,LA,,726000969,483178,"POLICE OVERTIME FOR COMMUNITY POLICING, EVIDENCE SEARCHES AND RECORDS RETRIEVALS PLUS TRAINING, INCLUDING REGISTRATION FEES, TRAVEL AND PER DIEMS."
288,2013,201402329349300310,NEW ORLEANS POLICE AND JUSTICE FOUNDATION INC,721311151,JEFFERSON PARISH SHERIFF'S OFFICE,1233 WESTBANK EXPRESSWAY,70058,LA,,726000595,24775,TO PROVIDE ASSISTANCE FOR PURCHASE OF EQUIPMENT.
289,2014,201522299349302602,NEW ORLEANS POLICE AND JUSTICE FOUNDATION INC,721311151,CITY OF NEW ORLEANS - NOPD,715 BROAD ST,70119,LA,,726000969,391745,"POLICE OVERTIME FOR COMMUNITY POLICING, EVIDENCE SEARCHES AND RECORDS RETRIEVALS PLUS TRAINING, INCLUDING REGISTRATION FEES, TRAVEL AND PER DIEMS."
290,2015,201603199349308950,NEW ORLEANS POLICE AND JUSTICE,721311151,CITY OF NEW ORLEANS - NOPD,715 BROAD ST,70119,LA,,726000969,1187655,"POLICE OVERTIME FOR COMMUNITY POLICING, EVIDENCE SEARCHES AND RECORDS RETRIEVALS PLUS TRAINING, INCLUDING REGISTRATION FEES, TRAVEL AND PER DIEMS."
291,2016,201722799349300042,NEW ORLEANS POLICE AND JUSTICE,721311151,CITY OF NEW ORLEANS - NOPD,715 BROAD ST,70119,LA,,726000969,1077452,"POLICE OVERTIME FOR COMMUNITY POLICING, EVIDENCE SEARCHES AND RECORDS RETRIEVALS PLUS TRAINING, INCLUDING REGISTRATION FEES, TRAVEL AND PER DIEMS."
292,2017,201823189349311347,NEW ORLEANS POLICE AND JUSTICE,721311151,CITY OF NEW ORLEANS - NOPD,715 BROAD ST,70119,LA,,726000969,978716,"POLICE OVERTIME FOR COMMUNITY POLICING, EVIDENCE SEARCHES AND RECORDS RETRIEVALS PLUS TRAINING, INCLUDING REGISTRATION FEES, TRAVEL AND PER DIEMS."
293,2016,201731789349300308,Oklahoma City Police Association Inc,731313341,OKC COMMUNITY FNDN,1000 North Broadway,73106,OK,501 c-3,237024262,17500,Charitable needs of OKC area
294,2017,201843199349313709,SAN ANTONIO POLICE OFFICERS' ASSOCIATION,741069958,AUSTWELL-TIVOLI ISD,207 REDFISH ST,77990,TX,,,6822,TO PROVIDE THE NECESSARY RESOURCES TO SERVE THE EDUCATIONAL NEEDS OF ALL CHILDREN
295,2017,201843199349313709,SAN ANTONIO POLICE OFFICERS' ASSOCIATION,741069958,BEXAR CO JUNIOR LIVESTOCK SHOW,PO BOX 1187,78023,TX,,746078826,5225,TO ASSIST YOUTH IN BEXAR COUNTY TO LEARN ABOUT PRODUCTION AGRICULTURE.
296,2017,201843199349313709,SAN ANTONIO POLICE OFFICERS' ASSOCIATION,741069958,REFUGIO ISD,212 WEST VANCE ST,78377,TX,,746021871,6822,TO PROVIDE THE NECESSARY RESOURCES TO SERVE THE EDUCATIONAL NEEDS OF ALL CHILDREN
297,2017,201843199349313709,SAN ANTONIO POLICE OFFICERS' ASSOCIATION,741069958,WOODSBORO ISD,408 KASTEN ST,78393,TX,,746002572,6822,TO PROVIDE THE NECESSARY RESOURCES TO SERVE THE EDUCATIONAL NEEDS OF ALL CHILDREN
298,2013,201502589349300950,Texas Municipal Police Association,741177171,Texas Municipal Police Assoc Charities,6200 La Calma Drive 200,78752,TX,501(c)(3),742869195,107500,College Scholarships and Death Benefits
299,2013,201502589349300950,Texas Municipal Police Association,741177171,TMPA Legal Inc,6200 La Calma Drive 200,78752,TX,501(c)(4),742903646,150000,Donations
300,2014,201602439349300305,Texas Municipal Police Association,741177171,Texas Municipal Police Assoc Charities,6200 La Calma Drive 200,78752,TX,501(c)(3),742869195,107500,College Scholarships and Death Benefits
301,2014,201602439349300305,Texas Municipal Police Association,741177171,,,,,,,,Donations
302,2015,201720809349300237,Texas Municipal Police Association,741177171,Texas Municipal Police Assoc Charities,6200 La Calma Drive 200,78752,TX,501(c)(3),742869195,107500,College Scholarships and Death Benefits
303,2015,201720809349300237,Texas Municipal Police Association,741177171,,,,,,,,Donations
304,2016,201811649349300716,Texas Municipal Police Association,741177171,Texas Municipal Police Assoc Charities,6200 La Calma Drive 200,78752,TX,501(c)(3),742869195,107500,College Scholarships and Death Benefits
305,2017,201911519349300511,TEXAS MUNICIPAL POLICE ASSOCIATION,741177171,TEXAS MUNICIPAL POLICE ASSOC CHARITIES,6200 LA CALMA DRIVE 200,78752,TX,501(C)(3),742869195,107500,COLLEGE SCHOLARSHIPS AND DEATH BENEFITS
306,2015,201622289349307337,WELD COUNTY SHERIFF'S VOLUNTEER AUXILIARY INC,742179221,COPS,145 N Street NE,20530,DC,,,62746,Benevolence
307,2017,201802279349300000,WELD COUNTY SHERIFF'S POSSE,742179221,Catholic Charities USA,2050 Ballenger Ave,22314,VA,,530196620,5900,
308,2013,201413219349302806,SAN ANTONIO POLICE OFFICERS' BENEFIT,742511348,,,,,,,,TO PROMOTE EDUCATION AND PROVIDE FAMILIES OF INJURED OFFICERS WITH FINANCIAL ASSISTANCE
309,2014,201503209349316010,SAN ANTONIO POLICE OFFICERS' BENEFIT,742511348,,,,,,,,TO PROMOTE EDUCATION AND PROVIDE FAMILIES OF INJURED OFFICERS WITH FINANCIAL ASSISTANCE
310,2015,201643209349315714,SAN ANTONIO POLICE OFFICERS' BENEFIT,742511348,,,,,,,,TO PROMOTE EDUCATION AND PROVIDE FAMILIES OF INJURED OFFICERS WITH FINANCIAL ASSISTANCE
311,2016,201800319349300430,SAN ANTONIO POLICE OFFICERS' BENEFIT,742511348,,,,,,,,TO PROMOTE EDUCATION AND PROVIDE FAMILIES OF INJURED OFFICERS WITH FINANCIAL ASSISTANCE
312,2017,201823199349315777,SAN ANTONIO POLICE OFFICERS' BENEFIT,742511348,,,,,,,,TO PROMOTE EDUCATION AND PROVIDE FAMILIES OF INJURED OFFICERS WITH FINANCIAL ASSISTANCE
313,2013,201532589349300518,Texas Municipal Police Association Charities,742869195,Concerns of Police Survivor's,PO Box 3199,65020,MO,501 (c) 3,521354370,12240,Grant to support the exempt organization
314,2014,201642439349300304,Texas Municipal Police Association Charities,742869195,Concerns of Police Survivor's,PO Box 3199,65020,MO,501 (c) 3,521354370,7506,Grant to support the exempt organization
315,2015,201730809349300238,Texas Municipal Police,742869195,Concerns of Police Survivor's,PO Box 3199,65020,MO,501 (c) 3,521354370,5000,Grant to support the exempt organization
316,2015,201730809349300238,Texas Municipal Police,742869195,Euless Poilice Officers Association,1102 W Euless Blvd,76040,TX,,752249529,5000,Donation to help with funeral cost for Officer David Hofer.
317,2016,201801649349300415,Texas Municipal Police,742869195,Concerns of Police Survivor's,PO Box 3199,65020,MO,501 (c) 3,521354370,5000,Grant to support the exempt organization
318,2017,201911519349300206,Texas Municipal Police,742869195,Concerns of Police Survivor's,PO Box 3199,65020,MO,501 (c) 3,521354370,6100,Grant to support the exempt organization
319,2013,201442269349301924,Louisiana Trooper Foundation Inc,742918404,Louisiana State Police,376 E Airport Ave,70806,LA,,720724657,81455,
320,2013,201442269349301924,Louisiana Trooper Foundation Inc,742918404,New Orleans Panthers Football,PO Box 741071,70174,LA,,352451915,3000,
321,2013,201442269349301924,Louisiana Trooper Foundation Inc,742918404,Warren Easton Charter School,3019 Canal Street,70119,LA,,861163583,500,
322,2016,201800299349300220,POLICE UNITY TOUR CHAPTER 37 INC,743126832,NATIONAL LAW ENFORCEMENT OFFICERS MEMORIAL FUND,901 E STREET NW SUITE 100,20004,DC,501-C-3,521382926,168000,DONATION
323,2017,201901349349303565,POLICE UNITY TOUR CHAPTER 37 INC,743126832,NATIONAL LAW ENFORCEMENT OFFICERS MEMORIAL FUND,901 E STREET NW SUITE 100,20004,DC,501-C-3,521382926,168000,DONATION
324,2014,201503209349308080,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CORPUS CHRISTI POLICE OFFICERS ASSOCIATION,3122 LEOPARD ST,78408,TX,,746078351,5000,GENERAL SUPPORT
325,2014,201503209349308080,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,DIRECTLY PAID DESIGNATIONS,904 COLLIER ST,76102,TX,,750758523,18925,GENERAL SUPPORT
326,2015,201613169349302366,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,DIRECTLY PAID DESIGNATIONS,904 COLLIER ST,76102,TX,501(C)(5),750758523,17200,GENERAL SUPPORT
327,2015,201613169349302366,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,FORT WORTH POLICE AND FIRE MEMORIAL,3801 HULEN SUITE 101,76107,TX,501(C)(3),421534175,11043,GENERAL SUPPORT
328,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,ASSIST THE OFFICER FORT WORTH INC,2501 PARKVIEW DR STE 600,76102,TX,501(C)(3),813498038,8000,GENERAL SUPPORT
329,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CAMP FIRE FIRST TEXAS,2700 MEACHAM BLVD,76137,TX,501(C)(3),750851201,1000,GENERAL SUPPORT
330,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CATHOLIC CHARITIES DIOCESE OF FORT WORTH INC,249 W THORNHILL DR,76115,TX,501(C)(3),750808769,450,GENERAL SUPPORT
331,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CITY OF FORT WORTH,200 TEXAS ST,76102,TX,GOVERNMENT,,188,GENERAL SUPPORT
332,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CITY OF NORTH RICHLAND HILLS,4301 CITY POINT DR,76180,TX,GOVERNMENT,,300,GENERAL SUPPORT
333,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CODE BLUE CHARITABLE FOUNDATION INC,30B GROVE ST,14534,NY,501(C)(3),421718790,2000,GENERAL SUPPORT
334,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,COMMUNITY PARTNERS OF TARRANT COUNTY INC,2700 BEN AVE,76103,TX,501(C)(3),752913202,500,GENERAL SUPPORT
335,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,DAYS OF ELIJAH FOUNDATION INC,3602 VISTA CHASE CT,76001,TX,501(C)(3),264430011,1100,GENERAL SUPPORT
336,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,FORT WORTH BLACK LAW ENFORCEMENT OFFICERS ASSOCIATION,PO BOX 1078,76101,TX,501(C)(3),383699258,250,GENERAL SUPPORT
337,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,LANCE MCLEAN MEMORIAL FOUNDATION,PO BOX 492,76457,TX,501(C)(3),474008916,1000,GENERAL SUPPORT
338,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,NATIONAL ASSOCIATION OF POLICE ORGANIZATIONS INC,317 S PATRICK ST,22314,VA,501(C)(6),133000467,1000,GENERAL SUPPORT
339,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,ROBBERY INVESTIGATORS OF TEXAS INC,16238 RR 620 N,78717,TX,501(C)(3),455046117,1000,GENERAL SUPPORT
340,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,SOUTHWESTERN EXPOSITION AND LIVESTOCK SHOW,PO BOX 150,76101,TX,501(C)(3),750575065,1200,GENERAL SUPPORT
341,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,TEXAS GAME WARDEN ASSOCIATION INC,4367 FM 1047,76531,TX,501(C)(3),751707293,1000,GENERAL SUPPORT
342,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,TEXAS NARCOTIC OFFICERS ASSOCIATION INC,1790 LEE TREVINO DR NO 505,79936,TX,501(C)(6),741671368,1000,GENERAL SUPPORT
343,2016,201723199349305612,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,THE BOOT CAMPAIGN INC,5755 EAGLES NEST BLVD BLDG 4,75703,TX,501(C)(3),274980936,500,GENERAL SUPPORT
344,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,ASSIST THE OFFICER FORT WORTH INC,2501 PARKVIEW DR STE 600,76102,TX,501(C)(3),813498038,3000,GENERAL SUPPORT
345,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,BROTHERHOOD FOR THE FALLEN,7324 GASTON AVE STE 124-368,75214,TX,501(C)(3),822209625,500,GENERAL SUPPORT
346,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CATHOLIC CHARITIES DIOCESE OF FORT WORTH INC,249 W THORNHILL DR,76115,TX,501(C)(3),750808769,1000,GENERAL SUPPORT
347,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,CHARITY GOLF OUTINGS INC CODE BLUE GOLF TOURNAMENT,PO BOX 40012,76140,TX,501(C)(3),752805948,2000,GENERAL SUPPORT
348,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,COOK CHILDREN'S MEDICAL CENTER,801 7TH AVE,76104,TX,501(C)(3),752051646,2500,GENERAL SUPPORT
349,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,EAST FORT WORTH BUSINESS ASSOCIATION,PO BOX 8861,76124,TX,501(C)(3),751583288,500,GENERAL SUPPORT
350,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,FORT WORTH BIKE PATROL AND SAFE CITY COMMISSION,200 CALHOUN ST,76102,TX,GOVERNMENT,,1250,GENERAL SUPPORT
351,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,FORT WORTH BLACK LAW ENFORCEMENT OFFICERS ASSOCIATION,PO BOX 1078,76101,TX,501(C)(3),383699258,150,GENERAL SUPPORT
352,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,FORT WORTH COPS FOR KIDS,2501 PARKVIEW DR STE 600,76102,TX,501(C)(3),300220840,770,GENERAL SUPPORT
353,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,FORT WORTH POLICE DEPARTMENT,505 W FELIX ST,76115,TX,GOVERNMENT,,500,GENERAL SUPPORT
354,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,KNIGHTS OF COLUMBUS,12011 BELLA ITALIA DR STE 300,76126,TX,501(C)(8),760521479,320,GENERAL SUPPORT
355,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,LANCE MCLEAN MEMORIAL FOUNDATION,PO BOX 492,76457,TX,501(C)(3),474008916,500,GENERAL SUPPORT
356,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,PEACE OFFICERS ANGELS FOUNDATION,PO BOX 121961,76012,TX,501(C)(3),461181752,500,GENERAL SUPPORT
357,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,PEACE OFFICERS' MEMORIAL FOUNDATION,400 W 14TH ST STE 100,78701,TX,501(C)(3),742552578,5000,GENERAL SUPPORT
358,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,ROBBERY INVESTIGATORS OF TEXAS INC,16238 RR 620 N,78717,TX,501(C)(3),455046117,1000,GENERAL SUPPORT
359,2017,201833169349302808,FORT WORTH POLICE OFFICER'S ASSOCIATION,750758523,TARRANT COUNTY LESBIAN GAY ALLIANCE INC,PO BOX 471637,76147,TX,501(C)(3),751777056,400,GENERAL SUPPORT
360,2017,201823179349304222,ARLINGTON POLICE ASSOCIATION,751619345,APA FOUNDATION INC,PO BOX 27,76004,TX,501C3,752662479,23826,SANTA COPS
361,2018,201933169349301798,ARLINGTON POLICE ASSOCIATION,751619345,APA FOUNDATION INC,PO BOX 27,76004,TX,501C3,752662479,6704,SANTA COPS
362,2013,201522229349301967,TEXAS POLICE CHIEFS ASSOCIATION,751758544,TX POLICE CHIEFS ASSOC FDN,PO BOX 1030,78621,TX,3,202956522,53642,CHARITABLE
363,2014,201622229349300507,TEXAS POLICE CHIEFS ASSOCIATION,751758544,TX POLICE CHIEFS ASSOC FDN,PO BOX 1030,78621,TX,3,202956522,271941,CHARITABLE
364,2015,201731319349304113,TEXAS POLICE CHIEFS ASSOCIATION,751758544,TX POLICE CHIEFS ASSOC FDN,PO BOX 1030,78621,TX,3,202956522,62204,CHARITABLE
365,2016,201832269349300808,TEXAS POLICE CHIEFS ASSOCIATION,751758544,TX POLICE CHIEFS ASSOC FDN,PO BOX 1030,78621,TX,3,202956522,59150,CHARITABLE
366,2014,201522549349300147,CONROE POLICE OFFICERS' ASSOCIATION,760270840,Montgomery County Fair Association,PO BOX 869,77305,TX,,742077055,7750,NON-PROFIT ASSISTANCE
367,2015,201613099349301331,CONROE POLICE OFFICERS' ASSOCIATION,760270840,MONTGOMERY COUNTY FAIR ASSOCIATION,PO BOX 869,77305,TX,,742077055,7450,NON-PROFIT ASSISTANCE
368,2015,201613099349301331,CONROE POLICE OFFICERS' ASSOCIATION,760270840,CITY OF CONROE,300 W DAVIS,77301,TX,,746000555,40000,NON-PROFIT ASSISTANCE
369,2016,201711999349300031,CONROE POLICE OFFICERS' ASSOCIATION,760270840,MONTGOMERY COUNTY FAIR ASSOCIATION,PO BOX 869,77305,TX,,742077055,8925,NON-PROFIT ASSISTANCE
370,2017,201801519349300440,CONROE POLICE OFFICERS' ASSOCIATION,760270840,MONTGOMERY COUNTY FAIR ASSOCIATION,PO BOX 869,77305,TX,,742077055,8750,NON-PROFIT ASSISTANCE
371,2018,201932569349300318,CONROE POLICE OFFICERS' ASSOCIATION,760270840,MONTGOMERY COUNTY FAIR ASSOCIATION,PO BOX 869,77305,TX,,742077055,12900,NON-PROFIT ASSISTANCE
372,2016,201743179349300624,Pearland Citizens Police Academy Alimni Association,760482708,Pearland Police Department,,,,,,,To purchase and train
373,2013,201433219349311418,HOUSTON POLICE OFFICERS' UNION INC,760528280,TEXAS ASSOCIATION OF FIRST RESPONDERS,12620 FM 1960 WEST A4,77065,TX,501 (C) (3),260639425,5000,CHARITABLE PURPOSE
374,2013,201433219349311418,HOUSTON POLICE OFFICERS' UNION INC,760528280,TEXAS POLICE ATHLETIC FEDERATION,PO BOX 38648,75238,TX,501 (C) (3),751532096,10000,CHARITABLE PURPOSE
375,2013,201433219349311418,HOUSTON POLICE OFFICERS' UNION INC,760528280,HOUSTON POLICE FOUNDATION,1221 MCKINNEY STREET NO 2100,77010,TX,501 (C) (3),201209272,5000,CHARITABLE PURPOSE
376,2013,201433219349311418,HOUSTON POLICE OFFICERS' UNION INC,760528280,TRAVIS MANION FOUNDATION,1775 HANCOCK STREET 170,92110,CA,501 (C) (3),412237951,5000,CHARITABLE PURPOSE
377,2014,201503209349313515,HOUSTON POLICE OFFICERS' UNION INC,760528280,TEXAS ASSOCIATION OF FIRST RESPONDERS,12620 FM 1960 WEST A4,77065,TX,501 (C) (3),260639425,5175,CHARITABLE PURPOSE
378,2014,201503209349313515,HOUSTON POLICE OFFICERS' UNION INC,760528280,TEXAS POLICE ATHLETIC FEDERATION,PO BOX 38648,75238,TX,501 (C) (3),751532096,9590,CHARITABLE PURPOSE
379,2014,201503209349313515,HOUSTON POLICE OFFICERS' UNION INC,760528280,HOUSTON POLICE FOUNDATION,1221 MCKINNEY STREET NO 2100,77010,TX,501 (C) (3),201209272,9170,CHARITABLE PURPOSE
380,2014,201503209349313515,HOUSTON POLICE OFFICERS' UNION INC,760528280,HOUSTON OFFICERS PEER ASSISTANCE,,,,501 (C) (3),463754944,6500,CHARITABLE PURPOSE
381,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,TEXAS ASSOCIATION OF FIRST RESPONDERS,12620 FM 1960 WEST A4,77065,TX,501 (C) (3),260639425,5000,CHARITABLE PURPOSE
382,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON FIRE DEPARTMENT,600 JEFFERSON 7TH FLOOR,77002,TX,GOVERNMENTAL AGENCY,,5000,CHARITABLE PURPOSE
383,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON POLICE FOUNDATION,1221 MCKINNEY STREET NO 2100,77010,TX,501 (C) (3),201209272,5000,CHARITABLE PURPOSE
384,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,LEUKEMIA & LYMPHOMA SOCIETY,1311 MAMARONECK AVE,10605,NY,501 (C) (3),135644916,5000,CHARITABLE PURPOSE
385,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,CRIME STOPPERS OF HOUSTON INC,PO BOX 541654,77254,TX,501 (C) (3),742137744,100000,CHARITABLE PURPOSE
386,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,THE TRAVIS MANION FOUNDATION,PO BOX 1485,18901,PA,501 (C) (3),412237951,5000,CHARITABLE PURPOSE
387,2015,201613209349316051,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON OFFICERS PEER ASSISTANCE,,,,501 (C) (3),463754944,11710,CHARITABLE PURPOSE
388,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,UNDIES FOR EVERYONE,4019 BRAESWOOD,77025,TX,501 (C) (3),460640114,5000,CHARITABLE PURPOSE
389,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON FIRE DEPARTMENT,600 JEFFERSON 7TH FLOOR,77002,TX,GOVERNMENTAL AGENCY,,5000,CHARITABLE PURPOSE
390,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON POLICE FOUNDATION,1221 MCKINNEY STREET NO 2100,77010,TX,501 (C) (3),201209272,27500,CHARITABLE PURPOSE
391,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,LEUKEMIA & LYMPHOMA SOCIETY,1311 MAMARONECK AVE,10605,NY,501 (C) (3),135644916,5000,CHARITABLE PURPOSE
392,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,ASSIST THE OFFICER,1600 STATE STREET,77002,TX,501 (C) (3),,6000,CHARITABLE PURPOSE
393,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,ASSIST THE OFFICER FOUNDATION DALLAS,1412 GRIFFIN STREET EAST,75215,TX,501 (C) (3),,20000,CHARITABLE PURPOSE
394,2016,201800309349301225,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON OFFICERS PEER ASSISTANCE,,,,501 (C) (3),463754944,5000,CHARITABLE PURPOSE
395,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,UNDIES FOR EVERYONE,4019 BRAESWOOD,77025,TX,501 (C) (3),460640114,5000,CHARITABLE PURPOSE
396,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON PROFESSIONAL FIRE FIGHTERS CHARITABLE FOUNDATION,1907 FREEMAN STREET,77009,TX,501 (C) (3),,5000,CHARITABLE PURPOSE
397,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON POLICE FOUNDATION,1221 MCKINNEY STREET NO 2100,77010,TX,501 (C) (3),201209272,5000,CHARITABLE PURPOSE
398,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,LEUKEMIA & LYMPHOMA SOCIETY,1311 MAMARONECK AVE,10605,NY,501 (C) (3),135644916,5000,CHARITABLE PURPOSE
399,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,ASSIST THE OFFICER,1600 STATE STREET,77002,TX,501 (C) (3),760455030,163939,CHARITABLE PURPOSE
400,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,ASSIST THE OFFICER FOUNDATION DALLAS,1412 GRIFFIN STREET EAST,75215,TX,501 (C) (3),,5000,CHARITABLE PURPOSE
401,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,HOUSTON OFFICERS PEER ASSISTANCE,,,,501 (C) (3),463754944,5000,CHARITABLE PURPOSE
402,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,THE TRAVIS MANION FOUNDATION,PO BOX 1485,18901,PA,501 (C) (3),412237951,5000,CHARITABLE PURPOSE
403,2017,201803199349305830,HOUSTON POLICE OFFICERS UNION INC,760528280,HPOU - WAM,,,,,,74000,CHARITABLE PURPOSE
404,2017,201803169349301815,PHILADELPHIA POLICE & FIRE FOOTBALL CLUB,760723584,IRISH PUB'S CHILDREN'S FOUNDATION,2007 WALNUT STREET,19103,PA,501(C)(3),208156916,5000,TO OFFER SUPPORT POLICE OFFICERS AND FIREFIGHTERS IN THE PHILADELPHIA AREA.
405,2014,201541569349300024,SHERIFF'S ADVISORY BOARD OF,770063973,SCC SHERIFF'S OFFICE,55 WEST YOUNGER AVENUE,95110,CA,GOV,906000533,135723,EQUIPMENT/FACILITIES
406,2015,201632319349300048,SHERIFF'S ADVISORY BOARD OF,770063973,SCC SHERIFF'S OFFICE,55 WEST YOUNGER AVENUE,95110,CA,GOV,906000533,104042,EQUIPMENT/FACILITIES
407,2016,201712099349300226,SHERIFF'S ADVISORY BOARD OF,770063973,SCC SHERIFF'S OFFICE,55 WEST YOUNGER AVENUE,95110,CA,GOV,906000533,31890,EQUIPMENT/FACILITIES
408,2018,201902569349301040,SHERIFF'S ADVISORY BOARD OF,770063973,SCC SHERIFF'S OFFICE,55 WEST YOUNGER AVENUE,95110,CA,GOV,906000533,44700,EQUIPMENT/FACILITIES
409,2017,201900309349301405,Monterey County Sheriffs Advisory,770118273,Monterey County Sheriffs Off,1414 Natividad Road,93905,CA,,,35944,Purchase and maintent equipment
