,Unnamed: 0,tax_year,object_id,doner_name,doner_ein,recepient_name,recepient_address,recepient_zip,recepient_street_abreviation_code,irc_section_description,recepient_ein,recepient_cash_grant_amount,purpose_of_grant_txt
811,811,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,SUFFOLK COUNTY POLICE ATHLETIC LEAG,PO BOX 26,11980.0,NY,501C3,237356002.0,25021.0,MENTORING PROGRAM
812,812,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,TEHAMA COUNTY POLICE ACTIVITIES LEA,22840 ANTELOPE BOULEVARD,96080.0,CA,501C3,680369157.0,54843.0,MENTORING PROGRAM
813,813,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,THE TOWN OF LAKE PARKCLUB 100BETH,425 CRESCENT DRIVE,33403.0,FL,501C3,596000355.0,17427.0,MENTORING PROGRAM
814,814,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,TORRINGTON POLICE ACTIVITIES LEAGUE,576 MAIN ST,6790.0,CT,501C3,462457099.0,19834.0,MENTORING PROGRAM
815,815,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,TUPELO POLICE ATHLETIC LEAGUE,204 DOUGLAS ST,38801.0,MS,501C3,646001140.0,38700.0,MENTORING PROGRAM
816,816,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,VERNON TOWNSHIP POLICE ATHLETIC LEA,25 CHURCH ST,7462.0,NJ,501C3,222960881.0,27097.0,MENTORING PROGRAM
817,817,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,WATSONVILLE PAL,130 RODRIGUEZ ST,95076.0,CA,501C3,770503388.0,34005.0,MENTORING PROGRAM
818,818,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,WEED AND SEED PAL PROGRAM,PO BOX 12355,802.0,VI,501C3,660727255.0,42906.0,MENTORING PROGRAM
819,819,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,WEST MELBOURNE POLICE ATHLETIC LEAG,2240 MINTON ROAD,32904.0,FL,501C3,900042648.0,18900.0,MENTORING PROGRAM
820,820,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,WESTERN PENNSYLVANIA POLICE ATHLETI,37 E LONG AVE,15219.0,PA,501C3,251568905.0,18000.0,MENTORING PROGRAM
821,821,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,WESTFIELD POLICE ATHLETIC LEAGUE IN,PO BOX 873,7090.0,NJ,501C3,222305874.0,34438.0,MENTORING PROGRAM
822,822,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,WINTER HAVEN POLICE ATHLETIC LEAGUE,203 AVE R NE,33881.0,FL,501C3,592666530.0,6191.0,MENTORING PROGRAM
823,823,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,YOUTH DEVELOPMENT COMPANYPOLICE AT,PO BOX 453,49090.0,MI,501C3,383298735.0,37418.0,MENTORING PROGRAM
824,824,2017,201813189349308566,NATIONAL ASSOCIATION OF POLICE,221838364,OTHER PAL'S,,,,,,9260.0,MENTORING PROGRAM
825,825,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ABC PAL,6815 ST RT 5,41102.0,KY,501C3,610650326.0,18916.0,ABC PAL 2018 MENTORI
826,826,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ALBANY PAL,844 MADISON AVENUE,12208.0,NY,501C3,141708276.0,34157.0,ALBANY PAL 2018 MENT
827,827,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ANAHEIM POLICE ACTIVITIES LEAGUE,425 S HARBOR BLVD,92805.0,CA,501C3,330638981.0,20970.0,ANAHEIM PAL 2018 MEN
828,828,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ATLANTA PAL,120 ANDERSON AVENUE NORTHWEST,30318.0,GA,501C3,581391927.0,28603.0,ATLANTA PAL 2018 MEN
829,829,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ATLANTIC CITY PAL,250 N NEW YORK AVE,8401.0,NJ,501C3,222507381.0,18900.0,ATLANTIC CITY PAL 20
830,830,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,BEAVERTON PAL,15555 SW DAVIS RD,97005.0,OR,501C3,462040546.0,28809.0,BEAVERTON PAL 2018 M
831,831,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,BGC KENAI PENINSULA,705 FRONTAGE RD B,99611.0,AK,501C3,943067142.0,40216.0,BGC KENAI PENINSULA
832,832,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,BGC OF PUERTO RICO,501 AVENUE R H TODD,907.0,PR,501C3,660327584.0,39460.0,BGC OF PUERTO RICO 2
833,833,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,BGC WESTFIELD PAL,28 W SILVER ST,1085.0,MA,501C3,42464259.0,36447.0,BGC WESTFIELD PAL 20
834,834,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,BOYS AND GIRLS CLUB OF CHELSEA,PO BOX 81,74016.0,OK,501C3,731533089.0,17354.0,BGC CHELSEA PAL 2018
835,835,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,CAL PAL,8250 CALVINE ROAD C326,94577.0,CA,501C3,941752116.0,17876.0,CAL PAL 2018 MENTORI
836,836,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,CASPER BOXING CLUB PAL,1501 910 BARBARA ST,82601.0,WY,501C3,830317738.0,18900.0,CASPER BOXING CLUB P
837,837,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,CENTRAL ARKANSAS PAL,1400 W MARKHAM ST SUITE 402,72201.0,AR,501C3,208095568.0,35100.0,CENTRAL ARKANSAS PAL
838,838,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,CHARLESTON PAL,PO BOX 2749,25302.0,WV,501C3,832310279.0,20316.0,CHARLESTON PAL 2018
839,839,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,CLEVELAND PAL,8768 FALLS LANE,44147.0,OH,501C3,341002813.0,37792.0,CLEVELAND PAL 2018 M
840,840,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DAVIE PAL,4300 SW 57TH TERRACE,33314.0,FL,501C3,650716849.0,56031.0,DAVIE PAL 2018 MENTO
841,841,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DC POLICE FOUNDATION,1156 15TH ST NW 600,20005.0,DC,501C3,412250114.0,41900.0,DC POLICE FOUNDATION
842,842,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DMV PAL,115 KENT RD,7731.0,NJ,501C3,824216965.0,11866.0,DMV SEED SCHOOL OF M
843,843,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DMV PAL,115 KENT RD,7731.0,NJ,501C3,824216965.0,21785.0,DMV HAGERSTOWN 2018
844,844,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DMV PAL,115 KENT RD,7731.0,NJ,501C3,824216965.0,66797.0,DMV PAL 2018 MENTORI
845,845,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DMV PAL,115 KENT RD,7731.0,NJ,501C3,824216965.0,22358.0,YES PAL 2018 MENTORI
846,846,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DMV PAL,115 KENT RD,7731.0,NJ,501C3,824216965.0,20642.0,DMV SALISBURY 2018 M
847,847,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,DUNN PAL,610 FAIRGROUND RD,28334.0,NC,501C3,464258788.0,41619.0,DUNN PAL 2018 MENTOR
848,848,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,EAST CLEVELAND PAL,14340 EUCLID AVE,44113.0,OH,501C3,237351586.0,34389.0,EAST CLEVELAND PAL 2
849,849,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ELIZABETH CITY PAL,306 N ROAD STREET,27909.0,NC,501C3,566009324.0,18825.0,ELIZABETH CITY PAL 2
850,850,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,ETNA PAL,PO BOX 460,96027.0,CA,501C3,680468697.0,15882.0,ETNA PAL 2018 MENTOR
851,851,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,FAIRFIELD CA PAL,100 REEF ROAD PO BOX 423,4937.0,ME,501C3,10512570.0,24674.0,FAIRFIELD CA PAL 201
852,852,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,FLAGLER SHERIFF,901 E MOODY BLVD,32110.0,FL,501C3,462287604.0,27586.0,FLAGLER SHERIFF 2018
853,853,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,FWPAL,511 W FELIX,76115.0,TX,501C3,812798996.0,28427.0,FORT WORTH PAL 2018
854,854,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,GAINESVILLE PAL,1704 SE 2ND AVENUE,32641.0,FL,501C3,858012621.0,34200.0,GAINESVILLE PAL 2018
855,855,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,GARY PAL,301 W 30TH ST,46402.0,IN,501C3,356001040.0,32205.0,GARY PAL 2018 MENTOR
856,856,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,GREATER MELBOURNE PAL,2547 S GRANT ST MELBOURNE,32901.0,FL,501C3,593604849.0,34536.0,GREATER MELBOURNE PA
857,857,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,GUADALUPE PAL,4250 EAST ST CHARLES AVENUE,85042.0,AZ,501C3,,13897.0,GUADALUPE PAL 2018 M
858,858,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,HENRICO PAL,8655 STAPLES MILL RD,23228.0,VA,501C3,753243082.0,43447.0,HENRICO CENTRAL PAL
859,859,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,HENRICO PAL,8655 STAPLES MILL RD,23228.0,VA,501C3,753243082.0,40624.0,HENRICO EAST PAL 201
860,860,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,HENRICO PAL,8655 STAPLES MILL RD,23228.0,VA,501C3,753243082.0,41011.0,HENRICO WEST PAL 201
861,861,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,HINDS COUNTY PAL,859 GORE RD,39212.0,MS,501C3,300267207.0,17874.0,HINDS COUNTY PAL 201
862,862,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,HOLLYWOOD PAL,1358 N WILCOX AVENUE,90028.0,CA,501C3,954596172.0,84600.0,HOLLYWOOD PAL 2018 M
863,863,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,HOWELL PAL,115 KENT RD PO BOX 713,7731.0,NJ,501C3,222234983.0,96300.0,HOWELL PAL 2018 MENT
864,864,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,IMPERIAL COUNTY PAL,1078 DOGWOOD ROAD 102,92249.0,CA,501C3,330781885.0,11018.0,IMPERIAL COUNTY PAL
865,865,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,KING COUNTY SHERIFF,5020 100 42ND ST SW,98026.0,WA,501C3,810606836.0,46855.0,KING COUNTY SHERIFF
866,866,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LAKE COUNTY YOUTH SERVICES,4750 GOLF AVENUE,95422.0,CA,501C3,461461488.0,18900.0,LAKE COUNTY PAL 2018
867,867,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LAKE WALES PAL,24 W ORANGE AVE,33853.0,FL,501C3,201782938.0,25321.0,LAKE WALES PAL 2018
868,868,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LAKELAND PAL,325 WEST 2ND STREET,33805.0,FL,501C3,593213375.0,47579.0,LAKELAND PAL 2018 ME
869,869,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LANCASTER PAL,1180 E LOCUST ST,43130.0,OH,501C3,264127436.0,29726.0,LANCASTER PAL 2018 M
870,870,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LAPD DEVONSHIRE,8721 WILBUR AVE,91324.0,CA,501C3,237270505.0,28189.0,LAPD DEVONSHIRE 2018
871,871,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LAPD TOPANGA PAL,21501 SCHOENBORN ST,91304.0,CA,501C3,270292787.0,26791.0,LAPD TOPANGA PAL 201
872,872,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,LEADERSHIP 1ST FOR AMERICA,820 SECOND ST SOUTH,83651.0,ID,501C3,,16514.0,LEADERSHIP 1ST FOR A
873,873,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MANSFIELD PAL,30 N DIAMOND ST,44902.0,OH,501C3,346001795.0,33270.0,MANSFIELD PAL 2018 M
874,874,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MARIETTA PAL,240 LEMON STREET,30060.0,GA,501C3,231073193.0,39600.0,MARIETTA PAL 2018 ME
875,875,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MBI PAL,1035 UNIVERSITY STREET,38107.0,TN,501C3,611537097.0,58881.0,MBI PAL 2018 MENTORI
876,876,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MEDINA COUNTY POLICE ACTIVITIES LEA,6665 WADSWORTH ROAD,44256.0,OH,501C3,352342739.0,44457.0,MEDINA COUNTY PAL 20
877,877,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MIAMI BEACH PAL,999 11TH ST,33139.0,FL,501C3,590994619.0,41529.0,MIAMI BEACH PAL 2018
878,878,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MINT HILL PAL,7427 MATTHEWS MINT HILL ROAD,28227.0,NC,501C3,371615768.0,35535.0,MINT HILL PAL 2018 M
879,879,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MIRAMAR PAL,PO BOX 27-7715,33027.0,FL,501C3,650187974.0,18944.0,MIRAMAR PAL 2018 MEN
880,880,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,MONMOUTH OCEAN PAL,PO BOX 713,7731.0,NJ,501C3,813292051.0,31500.0,MONMOUTH OCEAN PAL 2
881,881,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,NASHUA PAL,52 ASH ST,3060.0,NH,501C3,20427526.0,95361.0,NASHUA PAL 2018 MENT
882,882,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,NEW MEXICO METRO POLICE ATHLETIC LE,6600 GISELE DRIVE NE,87109.0,NM,501C3,850437104.0,22683.0,NEW MEXICO METRO PAL
883,883,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,NORTH AUGUSTA PAL,3294 AUGUSTA ROAD,29851.0,SC,501C3,581633211.0,22500.0,NORTH AUGUSTA PAL 20
884,884,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,NORTH MIAMI BEACH PAL,16901 NE 19TH AVE,33162.0,FL,501C3,474895748.0,34216.0,NORTH MIAMI BEACH PA
885,885,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,OKLAHOMA CITY POLICE ATHLETIC LEAGU,3816 S ROBINSON AVE,73109.0,OK,501C3,731400680.0,39599.0,OKLAHOMA CITY PAL 20
886,886,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,OLIVET BOYS & GIRLS CLUB PAL SITE,325 WALNUT STREET,19601.0,PA,501C3,231365380.0,22499.0,OLIVET BGC PAL 2018
887,887,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,OXNARD POLICE ACTIVITIES LEAGUE IN,350 S K ST,93030.0,CA,501C3,770381393.0,65760.0,OXNARD PAL 2018 MENT
888,888,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,OXNARD POLICE ACTIVITIES LEAGUE IN,350 S K ST,93030.0,CA,501C3,770381393.0,44936.0,OXNARD SOUTHWINDS PA
889,889,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PAL WILMINGTON,3707 N MARKET ST,19802.0,DE,501C3,510388537.0,42402.0,WILMINGTON PAL 2018
890,890,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PALATKA POLICE ATHLETIC LEAGUE,110 N 11TH ST,32177.0,FL,501C3,364701836.0,57659.0,PALATKA 2018 MENTORI
891,891,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PALM BEACH AREA TENNIS PAL,2247 PALM BEACH LAKES BLVD SUITE 2,33480.0,FL,501C3,,126938.0,PALM BEACH AREA TENN
892,892,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PALM BEACH COUNTY PAL,228 GUN CLUB ROAD,33430.0,FL,501C3,650461384.0,22500.0,CABANA COLONY PAL 20
893,893,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PALM BEACH COUNTY PAL,228 GUN CLUB ROAD,33430.0,FL,501C3,650461384.0,29841.0,PALM BEACH COUNTY PA
894,894,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PEORIA PAL,600 SW ADAMS ST,61602.0,IL,501C3,821543509.0,15891.0,PEORIA PAL 2018 MENT
895,895,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PIEDMONT POLICE ATHLETICACTIVITIES,819 NORTH JACKSON STREET,28114.0,NC,501C3,823575683.0,36158.0,PIEDMONT PAL 2018 ME
896,896,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PINELLAS COUNTY SHERIFF'S POLICE AT,3755 46TH AVE N,33714.0,FL,501C3,593760782.0,32291.0,PINELLAS COUNTY SHER
897,897,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PLACER SHERIFF'S ACTIVITIES LEAGUE,6140 HORSESHOE BAR RD SUITE D,95650.0,CA,501C3,800841816.0,22500.0,PLACER PAL 2018 MENT
898,898,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,POLICE ACTIVITIES LEAGUE OF VANCOUV,605 E EVERGREEN BLVD,98661.0,WA,501C3,912072283.0,41352.0,PAL OF VANCOUVER 201
899,899,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,POLICE ATHLETIC LEAGUE OF DELAWARE,7259 LANCASTER PIKE,19707.0,DE,501C3,222606531.0,45900.0,PAL OF DELAWARE 2018
900,900,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,POLICE ATHLETIC LEAGUE OF ST PETER,1450 16TH STREET NORTH,33704.0,FL,501C3,591060508.0,33246.0,ST. PETERSBURG PAL 2
901,901,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,PRINCE GEORGE'S COUNTY PAL,7600 BARLOWE ROAD,20785.0,MD,501C3,475565773.0,34200.0,PRINCE GEORGE'S COUN
902,902,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,RICHMOND CA PAL,2200 MACDONALD AVENUE,94801.0,CA,501C3,942826455.0,39190.0,RICHMOND CA PAL 2018
903,903,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,RICHMOND VA PAL,1365 OVERBROOK ROAD,23220.0,VA,501C3,541549777.0,20944.0,RICHMOND VA PAL 2018
904,904,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94019.0,CA,501C3,946000563.0,63792.0,SM NORTH COASTSIDE S
905,905,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94080.0,CA,501C3,946000563.0,63387.0,SM NORTH COUNTY SAL
906,906,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94025.0,CA,501C3,946000563.0,64988.0,SM SOUTH COUNTY SAL
907,907,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94025.0,CA,501C3,946000563.0,39597.0,SM BAYSHORE SAL 2018
908,908,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94030.0,CA,501C3,946000563.0,64700.0,SM MILLBRAE SAL 2018
909,909,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94020.0,CA,501C3,946000563.0,57076.0,SM LA HONDA SAL 2018
910,910,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94402.0,CA,501C3,946000563.0,47771.0,SM CENTRAL COUNTY SA
911,911,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94019.0,CA,501C3,946000563.0,51700.0,SM CENTRAL COASTSIDE
912,912,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94019.0,CA,501C3,946000563.0,60300.0,SM COASTSIDE SAL 201
913,913,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94063.0,CA,501C3,946000563.0,49454.0,SM NFO SAL 2018 MENT
914,914,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94060.0,CA,501C3,946000563.0,55481.0,SM PESCADERO SAL 201
915,915,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SAN MATEO COUNTY SHERIFF'S ACTIVITI,3151 EDISON WAY,94070.0,CA,501C3,946000563.0,54619.0,SM SAN CARLOS SAL 20
916,916,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SANTA BARBARA PAL,1235 CHAPALA ST,93101.0,CA,501C3,770523426.0,59069.0,SANTA BARBARA PAL 20
917,917,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SATELLITE BEACH PAL,1089 S PATRICK DR,32937.0,FL,501C3,593352842.0,21259.0,SATELLITE BEACH PAL
918,918,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SEATTLE PAL,610 5TH AVENUE,98104.0,WA,501C3,800789872.0,50360.0,SEATTLE PAL 2018 MEN
919,919,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SELMA PAL,145 COLLEGE DR,36701.0,AL,501C3,631244662.0,26995.0,SELMA PAL 2018 MENTO
920,920,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFF PAL,1200 N TELEGRAPH ROAD BUILDING 38,48342.0,MI,501C3,473158769.0,38700.0,SHERIFF PAL 2018 MEN
921,921,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,24455.0,SYF EAST LA 2018 MEN
922,922,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,18900.0,SYF WEST HOLLYWOOD 2
923,923,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,212 W TEMPLE ST,90012.0,CA,501C3,954047797.0,23651.0,SYF CENTURY BOXING 2
924,924,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,18897.0,SYF MONA PARK 2018 M
925,925,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,24344.0,SYF SOUTH LA 2018 ME
926,926,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,32557.0,SYF CENTURY 2018 MEN
927,927,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,214 W TEMPLE ST,90012.0,CA,501C3,954047797.0,23908.0,SYF LAKEWOOD 2018 ME
928,928,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,25178.0,SYF COMPTON 2018 MEN
929,929,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,215 W TEMPLE ST,90012.0,CA,501C3,954047797.0,22277.0,SYF PALMDALE 2018 ME
930,930,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,19463.0,SYF SANTA CLARITA 20
931,931,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,14416.0,SYF TEMPLE 2018 MENT
932,932,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,18665.0,SYF WALNUT 2018 MENT
933,933,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SHERIFFS YOUTH FOUNDATION,213 W TEMPLE ST,90012.0,CA,501C3,954047797.0,28398.0,SYF NORWALK 2018 MEN
934,934,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SOUTH SALT LAKE POLICE ATHLETICS AC,2835 S MAIN STREET,84115.0,UT,501C3,943362109.0,22500.0,SOUTH SALT LAKE PAL
935,935,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SOUTHERN NEVADA PAL,3065 SOUTH JONES,89146.0,NV,501C3,860857333.0,59400.0,SOUTHERN NEVADA PAL
936,936,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,STANISLAUS COUNTY PAL,1325 BEVERLY DR,95351.0,CA,501C3,770333848.0,18900.0,STANISLAUS COUNTY PA
937,937,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,STAR PAL,4110 54TH STREET,92105.0,CA,501C3,330363138.0,64473.0,STAR PAL 2018 MENTOR
938,938,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,SUFFOLK COUNTY PAL,PO BOX 26,11980.0,NY,501C3,237356002.0,22418.0,SUFFOLK COUNTY PAL 2
939,939,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,TEHAMA COUNTY PAL,22840 ANTELOPE BOULEVARD,96080.0,CA,501C3,680369157.0,58498.0,TEHAMA COUNTY PAL 20
940,940,2018,201911909349300701,NATIONAL ASSOCIATION OF POLICE,221838364,TEMECULA MURRIETA PAL,28910 PUJOL STREET,92590.0,CA,501C3,911962947.0,51546.0,TEMECULA MURRIETA PA
